artist,name,id,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Hailee Steinfeld,I Love You's,60todhJq1ScRkVxFvXTuZF,2020-05-08,77,0.681,0.783,8,-4.997,1,0.18,0.0262,0.0,0.206,0.323,106.901,216084,4
Jhené Aiko,B.S. (feat. H.E.R.),63wx9vdskaXbYxyDx4oJCZ,2020-03-06,77,0.617,0.525,8,-10.426,0,0.12,0.554,1.1e-06,0.135,0.377,135.781,212867,4
LiSA,Gurenge,23DbzwNJSLo7nkSWjODMvY,2019-07-03,77,0.545,0.979,4,-2.8,0,0.153,0.00339,0.000118,0.0775,0.309,135.002,238587,4
Sik World,7 Years (Remix),1kFlDnWmBTvCBxxeGDpIdp,2016-06-04,77,0.811,0.609,10,-8.376,1,0.0996,0.227,0.0,0.102,0.439,120.071,134197,4
Normani,Motivation,0rIAC4PXANcKmitJfoqmVm,2019-08-16,77,0.599,0.887,4,-3.967,1,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,193837,4
Juice WRLD,Screw Juice,4F6YLjakjqWFTgC5qfEwPQ,2020-07-10,77,0.595,0.528,5,-7.371,0,0.0935,0.082,0.0,0.142,0.515,150.075,179464,4
J.I the Prince of N.Y,Need Me,2dzja72gQodveSpguIQGJl,2019-10-11,77,0.815,0.567,10,-4.653,0,0.135,0.156,0.0,0.0884,0.732,95.034,151641,4
Pinkfong,Baby Shark,5ygDXis42ncn6kYG14lEVG,2017-07-27,77,0.829,0.886,8,-1.746,1,0.112,0.259,0.0,0.0559,0.777,115.056,80927,4
Still Woozy,Goodie Bag,4vHNeBWDQpVCmGbaccrRzi,2017-11-05,77,0.739,0.522,7,-12.304,0,0.151,0.821,0.00124,0.233,0.619,138.263,146390,4
YoungBoy Never Broke Again,Make No Sense,6klLvorLoo1sxvZcjJIY8I,2019-10-11,77,0.876,0.733,10,-4.478,0,0.333,0.0208,0.0,0.0999,0.962,154.904,148630,4
Billie Eilish,my strange addiction,3Tc57t9l2O8FwQZtQOvPXK,2019-03-29,77,0.939,0.305,8,-10.952,0,0.354,0.35,0.000169,0.105,0.563,100.029,179889,4
Julia Michaels,What A Time (feat. Niall Horan),5WtfUKzXircvW8l5aaVZWT,2019-01-24,77,0.518,0.467,0,-6.184,1,0.0302,0.662,0.0,0.0853,0.386,132.854,173307,4
Niall Horan,Nice To Meet Ya,3cphb8kdsjElYR7r5icK3H,2019-10-04,77,0.591,0.841,4,-4.351,0,0.0304,0.0119,0.0,0.395,0.392,109.034,158805,4
Luke Combs,Lovin' On You,0nYvjcSlCgjcwogQAwIwNp,2019-11-08,77,0.572,0.949,4,-4.865,1,0.06,0.00165,0.000195,0.163,0.53,118.974,194867,4
BTS,My Time,4vTgx6h4seHvkuFh84JXYP,2020-02-21,77,0.674,0.64,0,-5.139,0,0.0339,0.151,0.0,0.0925,0.664,99.908,234458,4
A Boogie Wit da Hoodie,Flood My Wrist (feat. Lil Uzi Vert),5Tj4faD9lGyMw8ZatUYR6G,2020-07-01,77,0.904,0.672,1,-6.544,1,0.197,0.00382,3e-06,0.138,0.398,139.984,180935,4
Old Dominion,One Man Band,7cA3PnUQDlUyBBwpRozQeo,2019-10-25,77,0.706,0.358,6,-8.331,1,0.0347,0.677,0.0,0.107,0.478,75.991,186240,4
The Chainsmokers,This Feeling,4NBTZtAt1F13VvlSKe6KTl,2018-12-14,77,0.575,0.571,1,-7.906,1,0.0439,0.0558,0.0,0.0912,0.449,105.049,197947,4
Summer Walker,Girls Need Love,644rGY6maSElnKVsAg1gJj,2018-10-19,77,0.645,0.418,6,-10.065,0,0.29,0.558,0.0003,0.562,0.123,96.963,140760,4
BLACKPINK,DDU-DU DDU-DU,2aI2k39nfa3KFsa4JclQzw,2018-06-15,77,0.671,0.859,4,-3.922,0,0.0833,0.0323,0.0,0.267,0.389,139.931,209355,4
Billie Eilish,xanny,4QIo4oxwzzafcBWkKjDpXY,2019-03-29,77,0.521,0.125,9,-17.832,1,0.239,0.751,0.00207,0.265,0.0528,111.554,243725,4
Taylor Swift,Delicate,6NFyWDv5CjfwuzoCkw47Xf,2017-11-10,77,0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,232253,4
Tate McRae,One Day,27r2uANqwK7XbsiAZnzf9e,2017-12-24,77,0.52,0.119,0,-12.148,1,0.0407,0.922,0.0,0.0883,0.355,69.217,202496,4
girl in red,girls,1kqc6U8hVYZhY0gFGQclCz,2018-06-08,77,0.515,0.449,5,-14.468,1,0.0337,0.227,0.0357,0.171,0.792,149.966,198400,4
Lil Peep,Life is Beautiful,5rYpwP1dHWGVMrSZbTmt3e,2018-11-09,77,0.533,0.638,10,-9.411,1,0.0636,0.0385,0.000932,0.0758,0.324,135.056,207587,4
El Fantasma,Cabrón y Vago - En Vivo,4nbWX2HzrOEnX4xxvYRCyU,2020-07-31,77,0.547,0.638,8,-2.99,1,0.124,0.697,0.0,0.074,0.876,176.277,142065,3
Ariana Grande,Dangerous Woman,7l94dyN2hX9c6wWcZQuOGJ,2016-05-20,77,0.664,0.602,4,-5.369,0,0.0412,0.0529,0.0,0.356,0.289,134.049,235947,3
StaySolidRocky,Party Girl (Remix),0XkmeG97T4mtYlWRJcrxec,2020-07-10,77,0.752,0.375,6,-10.157,0,0.204,0.533,0.0,0.175,0.591,129.995,147673,4
Miley Cyrus,Malibu,1UZOjK1BwmwWU14Erba9CZ,2017-09-29,77,0.573,0.781,8,-6.406,1,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934,231907,4
Future,Fine China,5274I4mUMnYczyeXkGDWZN,2018-10-19,77,0.656,0.542,7,-7.358,1,0.323,0.0484,0.0,0.126,0.551,166.111,141587,4
Luke Bryan,One Margarita,6NhS5LwYbJ6xD7BGvlWRJO,2020-03-13,77,0.641,0.842,9,-4.872,1,0.0464,0.0969,0.0,0.169,0.738,89.997,193427,4
Beach Bunny,Prom Queen,6MpCaSIOfqBqbMED4kXgNY,2018-08-10,76,0.528,0.797,4,-7.487,1,0.0485,0.000391,0.011,0.14,0.751,143.785,136562,4
Maddie & Tae,Die From A Broken Heart,3DA4SE262k6rdEtlHteNyq,2020-04-10,76,0.596,0.522,9,-6.633,1,0.0358,0.373,0.0,0.291,0.443,76.042,188320,4
Harry Styles,To Be So Lonely,5JiH89mHrv9oWHlD0T326z,2019-12-13,76,0.758,0.436,0,-7.269,1,0.0418,0.618,1.61e-05,0.335,0.605,104.959,192080,4
Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",0OI7AFifLSoGzpb8bdBLLV,2017-11-18,76,0.653,0.718,3,-5.232,0,0.213,0.00413,0.0,0.0537,0.216,82.034,202805,4
Kodak Black,Roll In Peace (feat. XXXTENTACION),40oKW22ZNNkEdZLJTScaQI,2017-08-18,76,0.747,0.524,10,-6.807,0,0.245,0.0306,0.0,0.2,0.363,140.053,213132,4
khai dreams,Sunkissed,1tD8J13a74q8fBqXwAP50j,2019-10-11,76,0.766,0.354,6,-9.486,1,0.0543,0.595,0.0,0.381,0.792,153.902,126464,4
Billie Eilish,bitches broken hearts,5t3Vk8bRKylx4fjj7qlbib,2018-03-30,76,0.778,0.422,0,-10.114,1,0.0482,0.921,0.00924,0.0958,0.187,120.033,176472,4
Don Toliver,Cardigan,0Li1OuXXfi7950ilZUFGkF,2020-03-13,76,0.747,0.497,4,-6.542,0,0.0401,0.248,0.0,0.138,0.0663,142.046,158709,4
Cardi B,Please Me,0PG9fbaaHFHfre2gUVo7AN,2019-02-15,76,0.747,0.57,1,-6.711,1,0.081,0.0642,0.0,0.0832,0.65,133.992,200890,4
Taylor Swift,Look What You Made Me Do,1P17dC1amhFzptugyAO7Il,2017-11-10,76,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07,211853,4
Harry Styles,From the Dining Table,1IF5UcqRO42D12vYwceOY6,2017-05-12,76,0.671,0.156,8,-16.288,1,0.0371,0.804,0.0518,0.113,0.201,94.08,211960,4
Ski Mask The Slump God,Unbothered,5hwUsRKvnO5yThjVrxHQVt,2018-11-30,76,0.884,0.445,1,-10.58,0,0.418,0.222,0.0,0.112,0.851,125.008,138427,4
Polo G,Heartless (feat. Mustard),2iP3unJbxZvRuqyrS0ocZy,2020-05-15,76,0.776,0.64,7,-8.058,1,0.184,0.149,0.0,0.101,0.326,160.038,204000,4
Chris Stapleton,Starting Over,3TNSVsiFngfe68UJpMq1oS,2020-08-27,76,0.638,0.538,10,-8.445,1,0.0315,0.452,0.000415,0.0695,0.318,89.124,240413,4
Zedd,Good Thing (with Kehlani),5aUSEPNd3m5xliFK4pn5mU,2019-09-27,76,0.693,0.564,1,-3.857,0,0.0378,0.399,0.0,0.0409,0.574,185.913,210901,3
Why Don't We,What Am I,1HimGOB6BjOaCQYMIF1xtU,2019-08-23,76,0.614,0.647,0,-4.681,0,0.0524,0.0687,0.0,0.104,0.368,163.862,184665,4
Lil Peep,white tee,07stbgVp3PNKRk12IQ0ZCh,2019-11-15,76,0.812,0.541,11,-8.912,1,0.042,0.268,0.0,0.071,0.77,149.987,132227,4
PARTYNEXTDOOR,LOYAL (feat. Drake),3LnJM1B5Mjgx5LfT9plXUU,2020-03-26,76,0.866,0.53,0,-6.347,0,0.0495,0.517,0.00159,0.0946,0.203,104.952,197973,4
XXXTENTACION,Revenge,5TXDeTFVRVY7Cvt0Dw4vWW,2017-08-25,76,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,120027,4
Grupo Firme,El Güero (Feat. Marca MP),2MeEuwplwbbjZ7hxRI6viw,2019-11-29,76,0.625,0.554,10,-5.531,1,0.0618,0.417,0.0,0.305,0.846,111.911,213254,4
blackbear,me & ur ghost,38KsRHYE10bG0paU78gL9r,2020-08-21,76,0.742,0.679,7,-4.594,1,0.0259,0.0488,0.0,0.0754,0.856,100.041,201398,4
Zac Efron,Rewrite The Stars,65fpYBrI8o2cfrwf2US4gq,2017-12-08,76,0.684,0.619,10,-7.005,1,0.0386,0.0716,0.0,0.122,0.284,125.046,217440,4
AJ Mitchell,Used to Be,7FjKU2mfpEpvKIbx8naZRk,2018-05-25,76,0.471,0.474,5,-6.355,1,0.0382,0.723,0.0,0.0964,0.262,120.656,174793,4
gianni & kyle,do u even miss me at all?,1AHf5FSofKcUw8tyKkccKF,2019-10-04,76,0.819,0.519,10,-7.16,0,0.0768,0.384,0.0,0.0898,0.452,100.039,177627,4
AJ Mitchell,Slow Dance,5FNS5Vj69AhRGJWjhrAd01,2019-08-09,76,0.692,0.443,1,-5.671,1,0.0386,0.214,0.0,0.06,0.363,127.899,178800,4
Doja Cat,Cyber Sex,1ghvzmzpx2nnrbx7wtpMgo,2019-11-07,76,0.917,0.657,8,-5.716,1,0.0921,0.318,3.62e-06,0.0754,0.818,131.03,165733,4
Joji,Run,6p8eEdiZLKJH8tcjGZuNTK,2020-02-06,76,0.447,0.72,7,-3.954,1,0.0332,0.0416,0.000297,0.614,0.362,157.892,195000,3
Loren Allred,Never Enough,0Gl5s8IhMmQE5YQwM8Qx1J,2017-12-08,76,0.277,0.394,8,-8.903,1,0.0336,0.423,0.0,0.0952,0.227,86.777,207787,3
Justin Bieber,Forever (feat. Post Malone & Clever),2ZlCGeK30BLRNSPC832pNZ,2020-02-14,76,0.825,0.483,8,-5.746,0,0.08,0.538,1.48e-05,0.204,0.892,139.98,219933,4
Clairo,Flaming Hot Cheetos,1F6IbA7di42uPc3cff8PXV,2017-06-14,76,0.817,0.551,7,-9.33,0,0.133,0.865,0.000151,0.101,0.142,109.966,123884,4
Billie Eilish,my boy,1RGasjWLZ4qMN7wbtkLa3u,2017-12-22,76,0.692,0.394,11,-8.745,0,0.207,0.472,0.000191,0.117,0.324,89.936,170852,4
Falling In Reverse,Popular Monster,4GssB27iJeqmfGxS94Tfij,2019-11-20,76,0.461,0.897,3,-3.982,0,0.092,0.00821,0.0,0.0965,0.358,165.107,220537,4
Billie Eilish,COPYCAT,5w7wuzMzsDer96KqxafeRK,2017-12-22,76,0.679,0.388,4,-10.977,0,0.0932,0.353,9.25e-05,0.341,0.234,124.909,194711,4
Kane Brown,Heaven,1HXy5I3HTWq8OvxCn0z7G7,2017-10-06,76,0.677,0.556,9,-6.544,1,0.0306,0.263,0.0,0.105,0.521,80.009,179507,4
Madison Beer,Good In Goodbye,1GVF9369j7InydwGztCDIZ,2020-01-31,76,0.658,0.698,11,-5.95,0,0.177,0.433,0.0,0.174,0.457,139.054,141949,4
Clairo,Bubble Gum,3zksbXteOCeSusJ5Xltr3t,2019-02-22,76,0.509,0.0167,9,-24.639,1,0.115,0.979,2.72e-05,0.387,0.229,207.97,175961,3
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),5uDASfU19gDxSjW8cnCaBp,2016-06-17,76,0.886,0.427,6,-10.028,1,0.145,0.0312,0.00099,0.0906,0.23,108.034,177184,4
Harry Styles,"Girl Crush - Recorded at Metropolis Studios, London",4YutJsNwBBInE8vemufpQ8,2017-09-27,76,0.468,0.197,4,-11.727,1,0.033,0.658,0.0,0.109,0.249,144.212,243805,3
NOTD,So Close,7FjZU7XFs7P9jHI9Z0yRhK,2018-11-02,76,0.7,0.872,10,-5.896,1,0.0666,0.121,7.08e-06,0.103,0.761,125.03,190302,4
Travis Scott,NO BYSTANDERS,6OaVWaGfhXn70ZJfdVcabn,2018-08-03,76,0.731,0.811,1,-3.225,1,0.0712,0.0204,0.0,0.411,0.426,147.045,218284,4
6LACK,Pretty Little Fears (feat. J. Cole),4at3d5QWnlibMVN75ECDrp,2018-09-14,76,0.61,0.458,9,-11.336,1,0.36,0.696,0.000103,0.0852,0.246,192.099,240342,4
Banda MS de Sergio Lizárraga,Qué Maldición,2RxC2peY3FtrurYmbbmanr,2020-05-01,76,0.755,0.531,9,-8.051,0,0.196,0.213,0.0,0.13,0.683,177.951,203360,4
Niall Horan,This Town,0qvzXomUDJVaUboy2wMfiS,2017-10-20,76,0.677,0.401,9,-8.467,1,0.0308,0.712,0.0,0.116,0.195,111.825,232852,4
Khalid,Coaster,39KG4kom3enSx4GTThuDGt,2017-04-27,76,0.441,0.219,8,-14.586,1,0.0419,0.935,0.0,0.115,0.244,94.021,199120,4
Bruce Brus,White Noise Crashing Waves,3AFEx7f9qxc6U59s27Tp1V,2019-08-09,76,0.0,0.000431,0,-14.105,0,0.0,0.862,0.977,0.162,0.0,0.0,168000,0
Luke Combs,Better Together,6gdLyYNuhWBzqwlOFSsXC7,2019-11-08,76,0.552,0.225,0,-11.501,1,0.0477,0.827,0.0,0.111,0.67,138.002,219573,4
"Tyler, The Creator",BEST INTEREST,3jHdKaLCkuNEkWcLVmQPCX,2020-01-25,76,0.596,0.575,11,-8.325,0,0.0514,0.0861,0.000153,0.334,0.34,98.265,127921,3
AJR,Bang!,53BHUFdQphHiZUUG3nx9zn,2020-02-12,76,0.74,0.516,1,-6.233,0,0.0507,0.0183,0.0,0.0558,0.698,139.918,170858,4
Luh Kel,Wrong,5UKYX8eywMafGPVzBlxsed,2019-11-15,76,0.745,0.728,0,-3.39,1,0.0423,0.352,0.0,0.228,0.39,120.099,130876,4
Hailee Steinfeld,Most Girls,10GJQkjRJcZhGTLagFOC62,2017-04-28,76,0.756,0.572,9,-7.019,1,0.0763,0.0478,0.0,0.0853,0.417,102.986,204400,4
BlocBoy JB,Look Alive (feat. Drake),4qKcDkK6siZ7Jp1Jb4m0aL,2018-02-09,76,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,181263,4
John K,if we never met,5HBDBBr5OV90lubqW8ctJF,2019-04-26,76,0.958,0.376,8,-7.063,1,0.0523,0.171,0.0,0.127,0.331,107.964,144427,4
Daniel Caesar,Japanese Denim,1boXOL0ua7N2iCOUVI1p9F,2016-10-21,76,0.707,0.238,3,-8.818,1,0.0379,0.0905,2.42e-06,0.0842,0.345,124.156,270847,3
Polo G,Be Something (feat. Lil Baby),65jw6GhwQW3Db55PxlPEpS,2020-05-15,76,0.829,0.52,8,-10.34,1,0.294,0.0232,0.0,0.134,0.248,136.103,194118,4
KBFR,Hood Baby,5au5NgWCdev4WeLRB3YEOR,2020-04-03,76,0.974,0.472,11,-11.848,0,0.447,0.0488,0.000157,0.116,0.806,126.065,110063,4
RØNIN,ALL GIRLS ARE THE SAME,4xhWfr0tyA7BGL7eXo8KnV,2020-04-30,76,0.829,0.255,9,-12.624,0,0.0749,0.443,2.05e-06,0.0784,0.517,118.011,121722,4
Joseph Black,(i hope you) miss me,1Zv2jT7iZu98Feqpzhn0nd,2020-02-14,76,0.734,0.596,6,-10.023,0,0.324,0.118,0.0,0.107,0.317,98.024,159171,4
lovelytheband,broken,6XcfKZvJio9Z0fQy11GnNX,2018-08-03,76,0.666,0.728,7,-5.808,1,0.0419,0.00175,4.26e-06,0.0429,0.51,122.996,204878,4
Mac Miller,Good News,1DWZUa5Mzf2BwzpHtgbHPY,2020-01-17,76,0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088,342040,4
NF,Time,6MxMqCgqmekcr0VwSU7AVH,2019-07-26,76,0.677,0.688,0,-4.058,0,0.0633,0.138,0.0,0.114,0.198,98.049,240429,4
Kaash Paige,Love Songs - Bonus,6qL5UWxRSQYml9O99ozoLv,2019-11-15,76,0.641,0.355,5,-10.599,1,0.0906,0.831,0.000855,0.11,0.453,120.032,148640,4
Dan + Shay,Speechless,3GJ4hzg4lrGwU51Y3VARbF,2018-06-22,76,0.616,0.438,1,-5.968,1,0.0298,0.356,0.0,0.24,0.386,135.929,213387,4
Loud Luxury,Body,21RzyxY3EFaxVy6K4RqaU9,2017-10-27,76,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,163216,4
Parmalee,Just the Way,5PAvFGse5jjDH9ke8Mae7D,2019-12-13,76,0.426,0.829,9,-2.84,1,0.0569,0.107,0.0,0.317,0.814,180.241,193880,4
Drake,Time Flies,5H4mXWKcicuLKDn4Jy0sK7,2020-05-01,76,0.864,0.477,10,-5.786,1,0.224,0.201,0.0,0.182,0.5,86.46,192932,4
Thomas Rhett,On Me (feat. Ava Max),7k6tAZp4m93oswrPqSfBbc,2020-05-15,76,0.548,0.721,8,-4.466,1,0.0472,0.0119,0.0,0.216,0.594,177.918,164683,4
Juice WRLD,Hide (feat. Seezyn),6rz0dTA0PdhXImFV5EjM0w,2018-12-14,76,0.715,0.639,5,-5.017,0,0.0752,0.0622,0.0,0.157,0.151,149.996,205800,4
Sub Urban,Cradles,1y4jsQt7MjnZhiD1L6qFBC,2019-01-04,76,0.534,0.589,1,-1.865,1,0.325,0.256,6.02e-05,0.176,0.632,78.616,209829,4
Khalid,Love Lies (with Normani),45Egmo7icyopuzJN0oMEdk,2018-02-14,76,0.708,0.648,6,-5.626,1,0.0449,0.0956,0.0,0.134,0.338,143.955,201707,4
Childish Gambino,This Is America,0b9oOr2ZgvyQu88wzixux9,2018-05-06,76,0.854,0.463,5,-6.159,1,0.137,0.117,0.0,0.354,0.549,120.024,225773,4
Bruno Major,Easily,2k9N4caeCIJLOWwWwssrEM,2017-08-31,76,0.772,0.256,7,-8.545,0,0.0481,0.491,0.00612,0.144,0.357,118.902,210240,3
Russell Dickerson,Love You Like I Used To,1D7cfiC5mxqHfTCcOiRBej,2020-02-11,76,0.501,0.788,10,-4.624,1,0.0415,0.12,0.0,0.137,0.61,152.047,186613,4
The Kid LAROI,NEED YOU MOST (So Sick),2DsdZx34mT4jVtnPk1eoFM,2020-07-24,76,0.63,0.707,5,-3.632,1,0.0508,0.0681,0.0,0.284,0.285,86.849,135227,4
Young Thug,Hot (feat. Gunna),5Z8HZM6iQMhhqyPcCGY5g9,2019-08-16,76,0.855,0.651,0,-8.044,0,0.235,0.063,0.0,0.0772,0.559,111.997,193027,4
Idina Menzel,Show Yourself,50WeOnXhM1H7AZEeIDoWfZ,2019-11-15,76,0.321,0.429,6,-7.073,1,0.0302,0.724,9.1e-05,0.0606,0.174,123.419,260907,4
A Boogie Wit da Hoodie,Me and My Guitar,6cZH4rX1KTt1aJ3Ql6Ynja,2020-02-14,76,0.644,0.587,7,-6.736,0,0.353,0.473,0.0,0.0759,0.68,173.972,161765,4
Young Thug,Relationship (feat. Future),25oOaleife6E2MIKmFkPvg,2017-06-16,76,0.842,0.597,2,-6.336,1,0.0627,0.00252,0.0,0.124,0.298,145.992,215307,4
Marshmello,Spotlight,6VrCmhRBFnuGKmtNfk4jDs,2018-01-12,76,0.546,0.822,7,-4.483,1,0.151,0.0145,0.0,0.742,0.615,150.06,177600,4
Sam Hunt,Body Like A Back Road,7mldq42yDuxiUNn08nvzHO,2017-02-01,76,0.732,0.458,5,-7.225,1,0.0311,0.447,0.0,0.136,0.661,98.938,165387,4
Morgan Wallen,More Than My Hometown,0eBXyY4SatzpE7opnzgXvz,2020-04-17,76,0.621,0.882,6,-5.01,1,0.0459,0.601,0.0,0.132,0.574,126.014,216573,4
Frank Ocean,Godspeed,34xTFwjPQ1dC6uJmleno7x,2016-08-20,76,0.421,0.0952,6,-12.561,1,0.0479,0.931,0.000201,0.126,0.0773,109.698,177922,4
Lil Peep,Benz Truck (гелик),3kBD2xHIqKWXjLAGidDTSz,2017-08-15,76,0.602,0.762,2,-6.149,0,0.0347,0.0498,0.00819,0.121,0.112,92.02,159987,4
Beyoncé,Formation,6g0Orsxv6glTJCt4cHsRsQ,2016-04-23,76,0.896,0.621,5,-6.857,0,0.237,0.00532,0.0,0.196,0.818,121.966,206080,4
Trippie Redd,Who Needs Love,2ktxr00GpTtbMNeBjNeY8D,2019-11-22,76,0.85,0.516,0,-7.664,0,0.0714,0.763,0.0,0.0896,0.874,108.963,158532,4
Juice WRLD,Hear Me Calling,13ZyrkCDmRz5xY3seuAWYk,2019-03-08,76,0.699,0.687,7,-3.997,0,0.106,0.308,3.63e-05,0.121,0.499,88.932,189977,4
Glass Animals,Heat Waves,6CDzDgIUqeDY5g8ujExx2f,2020-06-29,76,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4
H.E.R.,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown)",6MO2bfLHKykUgCChFdw91H,2020-01-17,76,0.815,0.513,1,-8.363,1,0.244,0.0145,0.000102,0.14,0.17,96.982,296011,4
Ruel,Painkiller,1YlulsUKDduOmC7WxvXYPW,2019-09-13,76,0.683,0.42,5,-6.51,1,0.0542,0.0875,0.0,0.225,0.469,128.621,213507,4
Lil Skies,Lust,7oJrVhiTPZGBXWPwhxjy9S,2017-12-12,76,0.718,0.767,9,-5.641,1,0.166,0.138,0.0,0.114,0.519,160.084,156000,4
Metro Boomin,10 Freaky Girls (with 21 Savage),0AluA5RNsa4Cx6XRhf2hWZ,2018-11-06,76,0.81,0.353,6,-9.931,0,0.31,0.588,0.0,0.102,0.0727,88.031,208293,4
Migos,Walk It Talk It,6n4U3TlzUGhdSFbUUhTvLP,2018-01-26,76,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914,276147,4
Calboy,Envy Me,7rvyVWja33WG9R97oeJAjx,2019-05-31,76,0.74,0.488,1,-7.664,0,0.27,0.234,0.0,0.241,0.584,149.042,120133,4
King Princess,1950,0CZ8lquoTX2Dkg7Ak2inwA,2018-02-23,76,0.6,0.535,4,-7.043,1,0.107,0.648,4.7e-06,0.162,0.269,71.912,225133,4
Future,Over Your Head,0Tcw8w9pvPrZoORgxsNASW,2020-07-31,76,0.773,0.742,5,-5.453,0,0.162,0.00198,0.0,0.558,0.35,148.949,186843,4
Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),5N1o6d8zGcSZSeMFkOUQOk,2019-08-09,76,0.872,0.814,0,-4.568,1,0.155,0.00485,1.96e-06,0.214,0.57,98.985,199427,4
MAX,Love Me Less (feat. Quinn XCII),2tOOcDDYkh0PSjr6GwPEAJ,2019-04-05,76,0.732,0.856,11,-2.2,0,0.0929,0.0828,0.0,0.323,0.771,145.034,177670,4
Ski Mask The Slump God,Nuketown (feat. Juice WRLD),74lnM5V6ecvoTPV0fvptx9,2018-11-30,76,0.808,0.617,10,-9.32,0,0.442,0.113,0.0,0.734,0.632,149.962,166400,4
Roddy Ricch,Down Below,4SWWe2OYC4mqf40Gc2RSdl,2018-11-02,76,0.926,0.454,6,-9.932,1,0.0732,0.036,0.000422,0.0896,0.34,119.969,224002,4
SAINt JHN,Roses Remix (feat. Future),1KyZ4rUiW2lkqGNLQYKpcC,2020-05-29,76,0.941,0.463,8,-5.993,1,0.113,0.0247,5.53e-05,0.192,0.312,127.003,187898,4
Gucci Mane,Wake Up in the Sky,0QIjsbm2fh1cJ45XO9eGqq,2018-09-14,76,0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.359,0.367,143.01,204665,4
Hailee Steinfeld,Starving,4Ce37cRWvM1vIGGynKcs22,2016-07-22,76,0.728,0.616,4,-4.238,1,0.0645,0.378,0.0,0.105,0.508,99.962,181880,4
Khalid,OTW,6Hgh47WXVKtXN5zGOu0hjI,2018-04-20,76,0.652,0.678,2,-6.183,1,0.0541,0.183,3.26e-05,0.106,0.28,72.989,263014,4
A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),1f5cbQtDrykjarZVrShaDI,2017-09-29,76,0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014,209269,4
Logic,Homicide (feat. Eminem),7M2tXmeS15NAzEn7ABFeBg,2019-05-10,75,0.694,0.759,10,-5.667,0,0.398,0.137,0.0,0.167,0.77,140.055,245387,4
Conan Gray,Crush Culture,2sHwSBNDZN2yjCtgwStYt1,2018-11-16,75,0.522,0.765,0,-5.395,1,0.193,0.146,0.0,0.0866,0.455,180.065,204120,4
DaBaby,ROCKSTAR (feat. Roddy Ricch) - BLM REMIX,4Aykm3xrOFSHrAnv80KUhh,2020-06-12,75,0.747,0.689,11,-7.246,1,0.242,0.197,0.0,0.0884,0.75,89.901,204547,4
Kane Brown,Cool Again,5P3oaNpPDVLRJsL3152SEs,2020-04-23,75,0.608,0.735,4,-5.497,1,0.0371,0.0156,1.69e-06,0.361,0.773,90.007,164668,4
G-Eazy,No Limit,2DQ1ITjI0YoLFzuADN1ZBW,2017-12-15,75,0.838,0.771,1,-3.791,1,0.244,0.0117,0.0,0.0853,0.405,175.957,245387,4
Clairo,Hello?,7qwt4xUIqQWCu1DJf96g2k,2018-05-25,75,0.839,0.473,10,-7.835,0,0.0607,0.641,0.000459,0.0939,0.0644,98.732,135016,4
Drake,Fake Love,343YBumqHu19cGoGARUTsd,2017-03-18,75,0.928,0.481,9,-9.35,0,0.287,0.105,0.0,0.176,0.613,134.007,210937,4
Lil Uzi Vert,Yessirskiii,59JWp4PjZ9TRM8cmtaDYB1,2020-03-13,75,0.895,0.739,8,-6.633,1,0.283,0.0183,7.61e-06,0.102,0.763,140.007,219340,4
The Kid LAROI,MAYBE,4YfNO7sdbAKlkGpIFDDPXU,2020-07-24,75,0.606,0.532,4,-4.833,0,0.0777,0.00554,0.0,0.292,0.156,89.079,174182,4
Lizzo,Good as Hell,6KgBpzTuTRPebChN0VTyzV,2019-04-17,75,0.682,0.919,0,-3.18,0,0.0875,0.256,0.0,0.442,0.535,95.982,159736,4
Lil Uzi Vert,Money Longer,0B8QzDH7YWih85V5SEMnyJ,2016-05-27,75,0.795,0.568,5,-7.817,0,0.142,0.0541,0.0,0.108,0.478,136.173,198944,4
