artist,name,id,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Billie Eilish,idontwannabeyouanymore,41zXlQxzTi6cGAjpOXyLYH,2017-12-22,81,0.483,0.412,7,-8.461,1,0.0402,0.737,0.0,0.116,0.247,170.163,203569,3
French Montana,Unforgettable,3B54sVLJ402zGa6Xm4YGNe,2017-07-14,80,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233902,4
Morgan Wallen,7 Summers,0tbjiOUl4k492KPdWZS9sy,2020-08-14,80,0.457,0.774,0,-5.201,1,0.0336,0.428,4.29e-05,0.119,0.59,203.863,210123,4
Lennon Stella,Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album,49dFIRQCQxPWgoH0m38XQ5,2020-04-23,80,0.696,0.686,5,-6.113,0,0.0309,0.262,0.0,0.174,0.7,115.982,160289,4
Taylor Swift,illicit affairs,2NmsngXHeC1GQ9wWrzhOMf,2020-07-24,80,0.559,0.31,10,-10.445,1,0.0338,0.881,0.0,0.106,0.46,119.845,190898,4
Shawn Mendes,If I Can't Have You,6LsAAHotRLMOHfCsSfYCsz,2019-05-03,80,0.692,0.809,2,-4.198,1,0.0602,0.524,0.0,0.147,0.864,123.911,190800,4
Drake,In My Feelings,2G7V7zsVDxg1yRsu7Ew9RJ,2018-06-29,80,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,217925,4
Khalid,Location,152lZdxL1OR0ZMW6KquMif,2017-04-27,80,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,219080,4
Madison Beer,Baby,7LjEQ8GsQiUNVakV6TZI0e,2020-08-21,80,0.705,0.707,0,-5.174,1,0.0534,0.0799,0.0,0.149,0.452,117.974,207734,4
iann dior,Prospect (ft. Lil Baby),4Zjdzxx0dsavsr7Ehr8fGE,2020-05-22,80,0.816,0.579,1,-6.097,1,0.0867,0.203,0.0,0.127,0.43,120.078,226314,4
Granular,White Noise - 500 hz,65rkHetZXO6DQmBh3C2YtW,2017-10-13,80,0.0,4.98e-05,10,-32.354,0,0.0,0.923,0.297,0.11,0.0,0.0,147097,0
JVKE,Upside Down,614OkajfRPH8V0ugNQnduP,2020-08-18,80,0.88,0.501,2,-6.774,1,0.062,0.0494,0.0695,0.436,0.459,120.038,114500,4
Lil Mosey,Stuck In A Dream (feat. Gunna),7iHHxY2NLlJRAmlAmC4ahQ,2019-11-08,80,0.748,0.648,10,-6.445,0,0.0816,0.484,0.0,0.126,0.726,139.952,123560,4
6ix9ine,TROLLZ (with Nicki Minaj),3dVvWnj4D8JGkKvo6Hucso,2020-06-12,80,0.744,0.422,1,-8.946,1,0.294,0.0319,0.00011,0.11,0.493,180.006,202667,4
Bazzi,Paradise,0Rx0DJI556Ix5gBny6EWmn,2019-08-09,80,0.844,0.644,11,-6.273,0,0.0479,0.0828,0.0,0.113,0.591,122.061,169038,4
Kodak Black,ZEZE (feat. Travis Scott & Offset),0FZ4Dmg8jJJAPJnvBIzD9z,2018-12-14,80,0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043,228760,4
Taylor Swift,this is me trying,7kt9e9LFSpN1zQtYEl19o1,2020-07-24,80,0.515,0.476,9,-9.843,1,0.0328,0.314,4.74e-05,0.171,0.412,135.886,195097,4
Jeremy Zucker,all the kids are depressed,75ls0gurX68lUmMjE7QcsE,2018-05-04,80,0.773,0.437,9,-8.281,1,0.0963,0.836,2.42e-05,0.544,0.707,103.861,169973,4
Pop Smoke,Get Back,3DWjFSDEQ9IWz1mj449fB7,2020-02-07,80,0.798,0.649,9,-6.546,1,0.306,0.0746,1.34e-05,0.517,0.566,142.006,108160,4
iann dior,emotions,5ls62WNKHUUrdF3r1cv83T,2019-05-22,80,0.63,0.63,9,-6.211,1,0.0395,0.0131,0.0,0.142,0.163,80.512,131213,4
Arizona Zervas,FML,6lruHh1jF7ezgbLv72xYmf,2018-06-03,80,0.822,0.575,5,-5.95,1,0.0934,0.113,0.0,0.106,0.616,100.087,223000,4
Trippie Redd,Excitement,3WnTQDd9A3bpBfzCziElU9,2020-05-15,80,0.474,0.681,4,-3.473,0,0.038,0.0263,4.27e-05,0.0972,0.0384,121.96,283270,4
G-Eazy,Still Be Friends (feat. Tory Lanez & Tyga),0JjM9bKm4wrwohMslcm892,2020-02-07,80,0.803,0.759,7,-4.692,0,0.0494,0.00509,0.0,0.0921,0.284,104.0,213308,4
Money Man,24,2FVMbLuIxo0dz3KLXgN6Jh,2020-03-02,80,0.842,0.715,2,-6.03,1,0.0913,0.0265,0.0554,0.0831,0.428,126.022,160952,4
Rihanna,Love On The Brain,5oO3drDxtziYU2H1X23ZIp,2016-01-28,80,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,224000,3
Jack Stauber,Buttercup,2mlGPkAx4kwF8Df0GlScsC,2017-03-25,80,0.705,0.373,7,-9.066,1,0.0384,0.723,0.81,0.289,0.551,120.046,208026,4
Juice WRLD,Bad Energy,7d94IqWX2UmSKMGUYSGFJG,2020-07-10,80,0.654,0.452,7,-6.36,1,0.0439,0.17,0.0,0.114,0.532,138.034,186749,4
Tyla Yaweh,Stuntin' On You (feat. DaBaby),341lTIxmhybbQsgydwJiFx,2020-07-17,80,0.796,0.683,10,-5.165,0,0.277,0.0111,2.58e-06,0.126,0.737,173.852,141123,3
Billie Eilish,all the good girls go to hell,6IRdLKIyS4p7XNiP8r6rsx,2019-03-29,80,0.726,0.444,8,-8.922,0,0.372,0.283,0.143,0.177,0.569,185.044,168840,4
Travis Scott,CAN'T SAY,27a1mYSG5tYg7dmEjWBcmL,2018-08-03,80,0.702,0.708,10,-5.366,0,0.0547,0.201,0.0,0.118,0.713,147.98,198408,4
Drake,Nonstop,0TlLq3lA83rQOYtrqBqSct,2018-06-29,80,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,238614,4
FINNEAS,Let's Fall in Love for the Night,7kQkmyoHCEqwe7QwDbkSXM,2018-10-19,80,0.737,0.408,5,-7.941,1,0.104,0.802,0.0,0.171,0.374,127.921,190348,4
Bad Bunny,MIA (feat. Drake),116H0KvKr2Zl4RPuVBruDO,2018-10-11,80,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4
Ariana Grande,boyfriend (with Social House),0Ryd8975WihbObpp5cPW1t,2019-08-02,80,0.4,0.795,10,-3.731,0,0.461,0.119,0.0,0.159,0.702,190.097,186107,4
Post Malone,Take What You Want (feat. Ozzy Osbourne & Travis Scott),7CZyCXKG6d5ALeq41sLzbw,2019-09-06,80,0.499,0.8,1,-2.665,0,0.0502,0.0906,0.0,0.147,0.272,139.919,229573,4
Juice WRLD,Empty,41MCdlvXOl62B7Kv86Bb1v,2019-03-08,80,0.745,0.561,0,-4.869,1,0.0807,0.0758,0.0,0.133,0.449,77.557,248431,4
Ariana Grande,God is a woman,5OCJzvD7sykQEKHH7qAC3C,2018-08-17,80,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,197547,4
Migos,Need It,6mtjo5kIHKlboGE84lf1FJ,2020-05-22,80,0.852,0.745,11,-3.667,0,0.171,0.0313,0.0,0.0824,0.897,148.007,195681,4
Juice WRLD,Tell Me U Luv Me (with Trippie Redd),5JAYDuLRkODlVt6dgoalKk,2020-07-10,80,0.66,0.76,2,-5.726,1,0.0787,0.291,0.0,0.632,0.394,127.984,180129,4
Billie Eilish,you should see me in a crown,3XF5xLJHOQQRbWya6hBp7d,2019-03-29,80,0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,180953,4
gnash,"i hate u, i love u (feat. olivia o'brien)",7vRriwrloYVaoAe3a9wJHe,2016-03-25,80,0.492,0.275,6,-13.4,0,0.3,0.687,0.0,0.101,0.18,92.6,251034,4
Katy Perry,Never Really Over,5PYQUBXc7NYeI1obMKSJK0,2019-05-31,80,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,223523,4
Lil Uzi Vert,P2,3kW4z2pIj5VY5fLjBrMRL5,2020-03-06,80,0.775,0.72,11,-5.353,0,0.193,0.0236,0.0,0.114,0.49,155.086,234627,4
Rex Orange County,Best Friend,47Bg6IrMed1GPbxRgwH2aC,2017-01-25,80,0.575,0.714,6,-5.247,1,0.0596,0.395,0.0,0.115,0.32,144.982,262231,4
DaBaby,Suge,2gwkD6igEhQbDQegRCcdoB,2019-03-01,80,0.876,0.662,2,-6.482,0,0.426,0.0608,0.0,0.127,0.844,75.445,163320,4
Cochise,Hatchback,12hVQgYR254ZziANtiKVWQ,2019-09-23,80,0.734,0.692,2,-6.227,0,0.0555,0.0221,0.0,0.224,0.348,77.994,149145,4
Megan Thee Stallion,Captain Hook,1E3VQQWFQAPJkXfYHjqWoI,2020-03-06,80,0.863,0.633,10,-5.002,0,0.287,0.0118,0.0,0.285,0.545,163.991,176750,4
Joji,YEAH RIGHT,1VGzxJnVQND7Cg5H5wGj14,2018-10-26,80,0.672,0.588,1,-9.573,1,0.133,0.619,0.241,0.0992,0.204,169.033,174358,4
Drake,Passionfruit,5mCPDVBb16L4XQwDdbRUpz,2017-03-18,80,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298941,4
Juice WRLD,Man Of The Year,7AvprzMsRJpybaalckaT8c,2020-07-10,80,0.621,0.695,4,-5.124,1,0.0911,0.00584,0.0,0.086,0.298,173.966,136408,4
Lauv,"fuck, i'm lonely (with Anne-Marie)",09PGubKAMryhOWv1LHpCYz,2020-03-06,80,0.806,0.558,9,-6.46,1,0.0683,0.482,0.0,0.0618,0.678,95.016,198973,4
Alessia Cara,Out Of Love,4WzhjxvLP95y7AMDy0Atwb,2018-11-30,80,0.481,0.267,7,-9.249,1,0.0339,0.8,0.0,0.249,0.137,117.64,227693,3
Joji,Daylight,6Ed1q0X8oSKSm4IIhiQbYg,2020-08-06,80,0.528,0.749,7,-7.571,1,0.0479,0.00488,9.6e-05,0.0949,0.729,163.944,163906,4
Future,Patek,76MjtLfZoTNc3BDqUVjuRH,2020-07-30,80,0.801,0.596,1,-4.72,1,0.0534,0.00301,0.0,0.162,0.134,120.028,280666,4
benny blanco,Graduation (with Juice WRLD),6cjSh516BbrNUs213jDAGm,2019-08-30,80,0.731,0.65,0,-5.286,1,0.271,0.107,0.0,0.124,0.605,154.968,177847,4
Future,Mask Off,0VgkVdmE4gld66l8iyGjgx,2017-06-30,80,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600,4
The Kid LAROI,Diva (feat. Lil Tecca),7gVwgc8b3XnO87TpmXXFA5,2020-01-31,80,0.686,0.703,6,-6.141,0,0.0606,0.00728,0.0,0.0946,0.457,144.902,172005,4
City Girls,Pussy Talk,5EzL7hGT9g2Tvqsy158Lu9,2020-06-20,80,0.943,0.641,1,-5.598,1,0.191,0.0016,0.0,0.211,0.242,99.099,218333,4
24kGoldn,VALENTINO,6piAUJJQFD8oHDUr0b7l7q,2019-11-22,80,0.747,0.717,9,-4.841,0,0.179,0.199,0.0,0.132,0.523,150.965,179133,4
Selena Gomez,Wolves,0tBbt8CrmxbjRP0pueQkyU,2017-10-25,80,0.724,0.804,11,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.987,197993,4
Bad Bunny,Si Estuviésemos Juntos,35wvL50xvKpCHEJPxLOLPI,2018-12-23,80,0.672,0.594,1,-6.813,0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,169248,4
Dua Lipa,IDGAF,76cy1WJvNGJTj78UqeA5zr,2017-06-02,80,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,217947,4
Stray Kids,God’s Menu,0RzT9tBLcQhofW2TNiHP9B,2020-06-17,80,0.689,0.771,5,-3.618,1,0.0548,0.00776,0.0,0.521,0.482,157.052,167922,4
George Ezra,Shotgun,4ofwffwvvnbSkrMSCKQDaC,2018-03-23,80,0.672,0.735,5,-4.733,1,0.0457,0.286,0.0,0.242,0.754,115.741,201287,4
The Weeknd,I Feel It Coming,3dhjNA0jGA8vHBQ1VdD6vV,2016-11-25,80,0.773,0.819,0,-5.946,0,0.118,0.428,0.0,0.0679,0.585,92.987,269187,4
Justin Bieber,Yummy,41L3O37CECZt3N7ziG2z7l,2020-01-03,80,0.687,0.514,9,-6.612,0,0.0897,0.366,0.0,0.116,0.494,145.921,210427,4
Bad Bunny,A Tu Merced,4r9jkMEnArtWGH2rL2FZl0,2020-02-28,80,0.86,0.791,0,-4.784,1,0.0568,0.169,0.000106,0.106,0.887,92.023,175918,4
BANNERS,Someone To You,14BH4qO7pgCmIe6mgLKOK3,2017-11-03,80,0.468,0.936,2,-3.683,1,0.0455,0.00568,0.0,0.24,0.663,75.05,219800,4
Sam Smith,I’m Ready (with Demi Lovato),1fipvP2zmef6vN2IwXfJhY,2020-04-16,80,0.501,0.674,5,-6.363,1,0.0408,0.00346,3.56e-05,0.282,0.152,155.051,200838,4
Bad Bunny,BYE ME FUI,0FktnzDqjClqU6iqOZVEs2,2020-05-10,80,0.712,0.599,5,-6.342,0,0.112,0.412,2.15e-05,0.103,0.588,179.788,178000,4
Bad Bunny,PA' ROMPERLA,5XqCz18k96K8tx6DAYM97i,2020-05-10,80,0.772,0.83,7,-5.019,1,0.0599,0.016,0.0,0.0843,0.697,94.011,194200,4
The Chainsmokers,Don't Let Me Down (feat. Daya),1i1fxkWeaMmKEB4T7zqbzK,2016-02-05,80,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,208373,4
Lady Gaga,Sour Candy (with BLACKPINK),1IWNylpZ477gIVUDpJL66u,2020-05-29,80,0.752,0.87,9,-3.812,0,0.0623,0.0604,1.12e-05,0.489,0.784,120.006,157707,4
Gabby Barrett,I Hope,23T0OX7QOiIUFShSzbJ5Uo,2020-06-19,80,0.466,0.536,6,-6.227,1,0.0429,0.0951,0.0,0.114,0.377,75.998,210773,4
Luke Combs,Beautiful Crazy,2rxQMGVafnNaRaXlRMWPde,2018-06-01,80,0.551,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313,193200,4
Diplo,Heartless (feat. Morgan Wallen),3FU6urUVsgXa6RBuV2PdRk,2020-05-29,80,0.765,0.556,11,-6.417,1,0.0512,0.275,0.0,0.0824,0.274,111.033,169227,4
Morgan Wallen,Chasin' You,5MwynWK9s4hlyKHqhkNn4A,2018-04-27,80,0.631,0.591,7,-5.785,1,0.0277,0.657,0.0,0.11,0.489,97.074,205453,4
Jhay Cortez,No Me Conoce - Remix,4R8BJggjosTswLxtkw8V7P,2019-05-24,80,0.806,0.786,10,-3.831,0,0.0741,0.145,0.0,0.0935,0.58,91.973,309120,4
OneRepublic,Rescue Me,0mjAU3yKR1QnXnHtjGJqTM,2019-05-17,80,0.759,0.605,7,-7.737,1,0.0433,0.156,0.0,0.694,0.64,121.049,158900,4
Anuel AA,Jangueo,7KKh0ujp8agIiCrkiJhf81,2020-05-29,80,0.863,0.728,7,-2.954,1,0.0586,0.396,9.14e-06,0.0902,0.649,93.035,231745,4
NLE Choppa,Narrow Road (feat. Lil Baby),3GZd1aDsgKL71Kt3VIp0hc,2020-07-30,80,0.614,0.553,7,-8.225,1,0.169,0.0306,0.0,0.203,0.161,159.999,240297,4
A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),7ycWLEP1GsNjVvcjawXz3z,2018-05-25,80,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,205040,4
Taylor Swift,seven,6KJqZcs9XDgVck7Lg9QOTC,2020-07-24,80,0.596,0.488,4,-10.769,1,0.0274,0.9,2.7e-05,0.091,0.415,94.926,208907,4
Sam Feldt,Post Malone (feat. RANI),0qc4QlcCxVTGyShurEv1UU,2019-05-24,80,0.59,0.642,7,-3.87,1,0.122,0.0771,0.0,0.105,0.651,107.356,174444,4
BLACKPINK,Kill This Love,18PergoIrGmRyeYxnaXJN2,2019-04-05,80,0.738,0.861,2,-4.141,1,0.237,0.32,0.00175,0.325,0.58,131.974,189052,4
Jeremy Zucker,you were good to me,4CxFN5zON70B3VOPBYbd6P,2019-05-03,79,0.561,0.0848,2,-15.099,1,0.0404,0.913,2.62e-05,0.112,0.206,102.128,219147,4
Sub Urban,Freak (feat. REI AMI),5jkbw3FDS3bSSb4oLKYbjf,2020-03-13,79,0.619,0.45,7,-11.965,0,0.515,0.433,0.0,0.513,0.41,179.755,194000,4
Post Malone,Hollywood's Bleeding,7sWRlDoTDX8geTR8zzr2vt,2019-09-06,79,0.405,0.646,4,-3.206,0,0.0476,0.331,0.0,0.103,0.17,130.218,156267,4
Shawn Mendes,Mercy,0AS63m1wHv9n4VVRizK6Hc,2017-04-20,79,0.555,0.662,11,-4.952,0,0.0827,0.125,0.0,0.111,0.356,148.128,208733,4
Labrinth,All For Us - from the HBO Original Series Euphoria,10hMM5nsZQf66ldBlgWBfG,2019-08-04,79,0.348,0.652,3,-7.145,1,0.0931,0.0165,0.000264,0.33,0.172,70.956,192987,4
Andy Grammer,"Don't Give Up On Me - (From ""Five Feet Apart"")",5A3fPy30SN2wuzrahpcxvV,2019-07-26,79,0.641,0.537,0,-5.452,0,0.0282,0.0875,9.05e-06,0.115,0.0681,112.864,196188,4
Agust D,Daechwita,0H4ugk6rhnXmTl47ayy9O5,2020-05-22,79,0.65,0.827,8,-4.014,1,0.0599,0.0229,0.0,0.121,0.223,144.995,225668,4
21 Savage,Bank Account,2fQrGHiQOvpL9UgPvtYy6G,2017-09-23,79,0.884,0.346,8,-8.228,0,0.351,0.0151,7.04e-06,0.0871,0.376,75.016,220307,4
Doja Cat,Rules,1TMWcbxL5YF8rKsFHv5hAP,2019-11-07,79,0.664,0.724,7,-5.457,1,0.116,0.171,0.0,0.13,0.697,144.052,187040,4
BTS,Filter,0ono6UCNVZ1XqOm6j78Blu,2020-02-21,79,0.781,0.762,10,-5.188,0,0.0626,0.0222,0.0,0.121,0.86,110.042,180221,4
Sam Smith,To Die For,2ZTYlnhhV1UAReg7wIGolx,2020-02-14,79,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4
Rihanna,Needed Me,4pAl7FkDMNBsjykPXo91B3,2016-01-28,79,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,191600,4
girl in red,i wanna be your girlfriend,3h3pOvw6hjOvZxRUseB7h9,2018-03-02,79,0.54,0.381,7,-14.323,1,0.0347,0.0217,0.000687,0.305,0.343,155.882,204991,4
Olivia Rodrigo,"All I Want - From ""High School Musical: The Musical: The Series""",4Yxc55NX3tAXC2mHRAhtcW,2019-11-27,79,0.376,0.43,0,-6.585,0,0.0328,0.0902,0.0,0.0912,0.129,77.599,177323,3
Joji,Gimme Love,2hfoyc7ve6xM4ZEiNIiU1B,2020-04-16,79,0.482,0.631,5,-6.917,1,0.0986,0.696,0.0242,0.209,0.0743,126.576,214558,3
Russ,What They Want,3pndPhlQWjuSoXhcIIdBjv,2017-05-05,79,0.71,0.404,1,-10.04,0,0.379,0.484,0.0,0.0953,0.398,139.553,165853,4
Idina Menzel,Into the Unknown,3Z0oQ8r78OUaHvGPiDBR3W,2019-11-15,79,0.323,0.405,10,-8.533,0,0.0413,0.849,0.000544,0.138,0.274,145.104,194848,5
Twenty One Pilots,Level of Concern,6xZ4Q2k2ompmDppyeESIY8,2020-04-09,79,0.754,0.583,4,-7.34,0,0.0432,0.32,0.00015,0.144,0.77,122.012,220051,4
Post Malone,Go Flex,5yuShbu70mtHXY0yLzCQLQ,2016-12-09,79,0.665,0.498,5,-8.185,1,0.0832,0.228,0.0,0.0757,0.127,81.967,179613,4
Princess Nokia,I Like Him,68UU9oaQtMDnh6PRlW842H,2020-02-26,79,0.893,0.579,9,-8.995,1,0.113,0.0641,0.000121,0.215,0.611,133.018,132453,4
Harry Styles,Sweet Creature,5kRPPEWFJIMox5qIkQkiz5,2017-05-12,79,0.427,0.262,7,-8.541,1,0.0276,0.746,0.0,0.068,0.228,104.085,224867,4
Ashe,Moral of the Story (feat. Niall Horan),2NWVdwbd2hPIzC2lyf4y63,2020-06-17,79,0.599,0.374,10,-8.896,1,0.0385,0.495,0.0,0.221,0.224,119.9,198515,4
Portugal. The Man,Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,2017-06-16,79,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253,4
Tyga,Taste (feat. Offset),5IaHrVsrferBYDm0bDyABy,2018-05-16,79,0.884,0.559,0,-7.442,1,0.12,0.0236,0.0,0.101,0.342,97.994,232959,4
Halsey,Graveyard,2ufmtcIFdFpuUYBPXK5f67,2020-01-17,79,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,4
Dixie D’Amelio,Be Happy,1KVQBPyORdhfITlixROtvC,2020-06-26,79,0.722,0.658,0,-4.94,1,0.119,0.208,0.0,0.249,0.592,87.004,198966,4
Lil Tjay,Sex Sounds,5JtvedSVWW9McnoEAPJwQm,2019-10-11,79,0.857,0.427,8,-8.638,1,0.112,0.281,0.0,0.108,0.366,130.033,162453,4
James Arthur,Train Wreck,55Am8neGJkdj2ADaM3aw5H,2016-10-28,79,0.311,0.485,6,-5.726,0,0.0365,0.701,0.0,0.0726,0.225,77.355,208827,4
"Tyler, The Creator",See You Again (feat. Kali Uchis),7KA4W4McWYRpgf0fWsJZWB,2017-07-21,79,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387,4
The Kid LAROI,TELL ME WHY,3jlxX3VXPiY3lvBBbppQD3,2020-07-24,79,0.6,0.723,6,-4.928,0,0.158,0.109,0.0,0.167,0.463,149.881,195268,4
Cordae,Gifted (feat. Roddy Ricch),0mb3uDw5vfFUcZfJYFOMRu,2020-08-27,79,0.653,0.603,5,-5.697,0,0.171,0.175,0.0,0.18,0.551,151.016,168477,4
Brent Faiyaz,Trust,0oufSLnKQDoBFX5mgkDCgR,2018-10-19,79,0.764,0.396,8,-8.566,1,0.159,0.227,7.54e-05,0.12,0.475,92.006,158421,4
Juice WRLD,Titanic,1YM6c2sxbf2Jacl9IFgn4I,2020-07-10,79,0.567,0.545,1,-6.668,0,0.0448,0.168,0.0,0.112,0.234,174.146,176650,4
Kendrick Lamar,LOVE. FEAT. ZACARI.,6PGoSes0D9eUDeeAafB2As,2017-04-14,79,0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.058,213400,4
DaBaby,VIBEZ,0fySG6A6qLE8IvDpayb5bM,2019-09-27,79,0.768,0.652,1,-2.708,0,0.307,0.113,0.0,0.107,0.777,154.187,144935,4
Sech,Otro Trago - Remix,4bTZeO72FwMa6wKOiqoynL,2019-07-26,79,0.725,0.79,0,-2.331,1,0.197,0.0711,1.14e-06,0.0602,0.763,175.988,287773,4
Machine Gun Kelly,Candy (feat. Trippie Redd),37AGgp9VP8TVJBfEat74Bj,2019-07-05,79,0.744,0.638,5,-4.86,0,0.049,0.00829,0.0,0.182,0.48,98.019,156719,4
Carin Leon,Me La Avente,2QwMXe5zbqymDZGYsMDVqZ,2019-08-01,79,0.723,0.48,11,-4.1,0,0.0326,0.557,0.0,0.0705,0.909,144.533,155803,3
Juice WRLD,Up Up And Away,7pbg3ABlAZv2NiIdKbBBFm,2020-07-10,79,0.661,0.665,4,-6.356,0,0.053,0.538,0.0,0.0981,0.486,75.059,147548,4
Bad Bunny,BAD CON NICKY,5bmSver2b3ZXyuyLKtgnFI,2020-05-10,79,0.59,0.729,7,-4.95,0,0.0893,0.321,0.0,0.659,0.712,93.094,202240,4
Doja Cat,Say So (feat. Nicki Minaj),11VApNQCWLJdzxWrlmwzUa,2020-05-01,79,0.856,0.641,11,-4.64,0,0.204,0.119,4.97e-06,0.427,0.745,111.004,206221,4
Lee Brice,One Of Them Girls,14GwnOeC9qYEKEA6uOZepa,2020-04-10,79,0.643,0.79,4,-6.079,1,0.0462,0.294,0.0,0.107,0.8,95.987,188893,4
Lizzo,Truth Hurts,3HWzoMvoF3TQfYg4UPszDq,2019-04-19,79,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,173325,4
Dan + Shay,I Should Probably Go To Bed,5ovVcYo2MvjVydFwFyaaqy,2020-07-31,79,0.721,0.277,1,-7.128,1,0.0365,0.634,0.0,0.112,0.309,131.935,171827,4
J. Cole,The Climb Back,0FlfN5cbUUpIHCRH8X1M44,2020-07-22,79,0.61,0.569,10,-9.447,0,0.345,0.0398,0.0,0.337,0.287,81.409,304640,4
Polo G,Go Stupid,4PklAHGXT5ityno3IA8SKd,2020-05-15,79,0.92,0.833,1,-3.18,1,0.253,0.0277,0.0,0.0596,0.645,141.034,165726,4
Rod Wave,Heart On Ice,6fWa5CRgy0z30OeGZyMBvD,2019-06-14,79,0.733,0.389,10,-8.468,0,0.0738,0.0513,0.0,0.141,0.244,157.878,159670,3
Lil Baby,Yes Indeed,6vN77lE9LK6HP2DewaN6HZ,2018-05-18,79,0.963,0.346,5,-9.309,0,0.53,0.0355,0.0,0.108,0.562,119.957,142273,4
Khalid,8TEEN,5bgwqaRSS3M8WHWruHgSL5,2017-04-27,79,0.83,0.585,1,-5.802,1,0.0366,0.225,0.00209,0.0576,0.642,105.03,228600,4
21 Savage,a lot,2t8yVaLvJ0RenpXUIAC52d,2018-12-21,79,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,288624,4
Marshmello,Here With Me,5icOoE6VgqFKohjWWNp0Ac,2019-03-08,79,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,156347,4
Lukas Graham,7 Years,5kqIPrATaCc2LqxVWzQGbk,2016-04-01,79,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992,237300,4
Lil Peep,Beamer Boy,7hf89cT5FEmLV5E9fjrjG7,2017-06-08,79,0.743,0.732,8,-4.511,1,0.104,0.0509,1.77e-05,0.227,0.339,123.994,203373,4
Niall Horan,Black And White,7rpNuuoMbid56XkDsx2FjE,2020-03-13,79,0.443,0.582,2,-6.02,1,0.0482,0.0301,0.0,0.127,0.239,147.589,193090,4
Harry Styles,Kiwi,33SNO8AaciGbNaQFkxvPrW,2017-05-12,79,0.375,0.93,2,-2.631,1,0.0561,0.00064,0.0,0.318,0.491,147.124,176387,4
Jeremy Zucker,comethru,18uwL0vNUanqZH0ro2QcOP,2018-09-28,79,0.795,0.178,0,-11.991,1,0.0574,0.607,0.0,0.623,0.608,93.982,181613,4
Zara Larsson,Ruin My Life,5tAa8Uaqr4VvA3693mbIhU,2018-10-18,79,0.665,0.699,11,-5.265,1,0.0578,0.423,0.0,0.0969,0.585,124.896,190932,4
Troye Sivan,Strawberries & Cigarettes,3afkJSKX0EAMsJXTZnDXXJ,2018-03-16,79,0.578,0.537,9,-8.676,1,0.0832,0.162,0.0,0.076,0.25,83.909,201539,4
Rachel Platten,Fight Song,37f4ITSlgPX81ad2EvmVQr,2016-01-01,79,0.564,0.714,7,-4.987,1,0.129,0.0549,0.0,0.155,0.33,175.924,204013,4
Travis Scott,YOSEMITE,7lAK3oHbfEnvUQWosrMMpR,2018-08-03,79,0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,150043,4
Logic,1-800-273-8255,5tz69p7tJuGPeMGwNTxYuV,2017-05-05,79,0.62,0.574,5,-7.788,0,0.0479,0.569,0.0,0.19,0.357,100.023,250173,4
