artist,name,id,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Kaash Paige,Love Songs - Bonus,6qL5UWxRSQYml9O99ozoLv,2019-11-15,75,0.641,0.355,5,-10.599,1,0.0906,0.831,0.000855,0.11,0.453,120.032,148640,4
Cardi B,Bodak Yellow,6KBYefIoo7KydImq1uUQlL,2018-04-06,75,0.926,0.703,11,-6.337,0,0.103,0.0659,0.0,0.231,0.485,125.022,223713,4
Khalid,Eleven (feat. Summer Walker),18O00Y7yrkJ0pRXm1n21Og,2020-05-01,75,0.679,0.408,4,-9.754,0,0.0882,0.133,0.00455,0.23,0.151,129.079,206080,4
Logic,Soul Food II,7e0nXDIIa6hFqI4HmuanLP,2020-07-24,75,0.457,0.909,6,-4.749,0,0.328,0.13,0.0,0.48,0.615,87.412,333778,4
FLETCHER,Bitter (with Kito),5Z0AM9HW78XIyZqF2BPasr,2020-05-13,75,0.724,0.594,6,-7.126,0,0.102,0.393,0.00116,0.0889,0.413,136.002,194750,4
Anuel AA,Ferrari,4mbb7hmfDR6M9cQaLdYSFd,2020-05-29,75,0.842,0.732,7,-4.811,0,0.149,0.575,0.0,0.176,0.629,140.074,188780,4
Marshmello,Project Dreams,6GSkLS2y4ZnnZsuRAj975K,2019-01-25,75,0.78,0.828,8,-2.235,1,0.237,0.409,0.0,0.104,0.786,160.113,167898,4
Lil Tjay,Leaked,0W64NfLrIsRTAFObko6uJx,2019-10-11,75,0.51,0.619,7,-7.918,1,0.281,0.801,0.0,0.0811,0.321,97.018,220240,4
Dean Lewis,Half A Man,1ugQtcwmKOXvKAYzhjncmv,2019-03-22,75,0.507,0.204,0,-11.575,1,0.0504,0.855,0.0,0.143,0.343,77.765,179120,4
Rvssian,Only The Team (with Lil Mosey & Lil Tjay),6UHfW9PmGAUjIVeIkPzPQ2,2020-03-11,75,0.764,0.774,5,-2.871,0,0.202,0.0178,0.0,0.113,0.597,149.952,168980,4
Trippie Redd,Topanga,5aXgz1oKK8Q9z9xvTmSnrO,2018-11-09,75,0.755,0.615,4,-8.245,1,0.0454,0.00587,1.75e-06,0.109,0.039,105.955,215364,4
Young Thug,Hot (Remix) [feat. Gunna and Travis Scott],56AMYGJzxBO6p8v0wEe9de,2019-11-01,75,0.845,0.631,7,-8.206,0,0.216,0.188,0.0,0.0806,0.545,111.983,279907,4
Simple Plan,I'm Just a Kid,6otiaV2fagE3s8IvP6WkwG,2018-04-06,75,0.527,0.834,1,-5.531,1,0.0447,0.00107,0.000102,0.0993,0.422,110.065,198333,4
Panic! At The Disco,"Hey Look Ma, I Made It",22oEJW6r2rMb9z4IntfyEa,2018-06-22,75,0.577,0.833,5,-3.337,1,0.0695,0.0137,0.0,0.121,0.58,107.936,169667,4
Morgan Wallen,Up Down (feat. Florida Georgia Line),3EWMoDIm6lzuR0zQKtuCJX,2018-04-27,75,0.589,0.882,6,-3.039,1,0.035,0.0813,0.0,0.146,0.793,129.915,197253,4
benny blanco,Eastside (with Halsey & Khalid),7FGq80cy8juXBCD2nrqdWU,2018-12-07,75,0.632,0.686,6,-7.665,0,0.243,0.549,0.0,0.2,0.329,89.949,170770,4
Bankrol Hayden,Rich Bitch,2E9Ox6JbcKtRhDJ5cC2QeV,2020-06-26,75,0.765,0.824,4,-5.559,0,0.0873,0.0741,0.0,0.0651,0.859,176.005,117133,4
Summer Walker,My Affection (with PARTYNEXTDOOR),2aSM4sbNN7cSmpYOG0sf46,2020-07-10,74,0.632,0.495,7,-8.335,1,0.143,0.333,0.0,0.0941,0.233,77.083,213933,4
Badda TD,Picture I Paint,6QvyfLvUcofPUutW04Vcc1,2019-06-23,74,0.714,0.592,1,-8.709,1,0.332,0.116,0.0,0.11,0.691,148.158,168725,4
Bad Bunny,La Romana,1khmgu0pveJbkbpbkyvcQv,2018-12-23,74,0.655,0.725,0,-5.497,1,0.188,0.0327,0.00264,0.0611,0.326,125.8,300579,4
Polo G,Through Da Storm,3NqCEpT8xsHdzpiRlM1kpS,2019-06-07,74,0.71,0.49,1,-9.832,1,0.246,0.128,0.0,0.0942,0.621,74.351,195587,4
Noah Cyrus,July (feat. Leon Bridges),3V0nnQhqvbE3JmiDdnzQFQ,2019-11-08,74,0.708,0.211,9,-9.603,0,0.0424,0.853,0.0,0.131,0.362,72.5,152280,4
Lil Baby,Pure Cocaine,577YBGuskWkVDCxZrLRB4v,2018-11-30,74,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,154024,4
Logic,Celebration,1zjSuvvLpPoJwnywiFIX7E,2020-07-24,74,0.44,0.968,1,-3.068,0,0.301,0.00534,0.0,0.757,0.503,179.827,230435,4
Adriel Favela,La Escuela No Me Gustó,4qArKIA7dnmdushoBlkV94,2018-08-24,74,0.836,0.766,7,-6.229,0,0.0371,0.323,1.18e-06,0.091,0.844,112.548,176000,4
Joji,Gimme Love,7AoeZsOn7vyWUL6p8TEHf8,2020-04-10,74,0.484,0.632,5,-6.917,1,0.0976,0.695,0.0243,0.209,0.0736,126.384,214558,3
Chris Janson,Done,693NFnfJZt16AFDaZqlflo,2019-10-18,74,0.565,0.835,9,-3.379,1,0.0335,0.34,0.0,0.0726,0.763,105.007,220120,4
Ariana Grande,imagine,39LmTF9RgyakzSYX8txrow,2019-02-08,74,0.729,0.475,8,-4.985,1,0.0364,0.378,0.0,0.12,0.371,62.52,212267,3
Polo G,33,2iW6Hb6kfrz2K7EhPibFiq,2020-05-15,74,0.732,0.462,5,-10.191,0,0.406,0.126,0.0,0.12,0.117,180.067,170057,4
Royal & the Serpent,Overwhelmed,5jjZikDrEd0by1o7V3fO4y,2020-06-26,74,0.804,0.323,0,-11.127,0,0.305,0.308,0.0,0.15,0.456,87.019,159293,4
Logic,man i is,0ERnYArznxdTBEIj1VSta8,2020-07-24,74,0.754,0.778,10,-2.745,0,0.134,0.365,6.96e-05,0.152,0.95,74.999,269232,4
Morgan Wallen,The Way I Talk,21LRaD9rB3v7p7DDCZsW4y,2018-04-27,74,0.604,0.879,4,-3.388,1,0.0322,0.0468,0.0,0.0909,0.757,137.983,208280,4
Eminem,Killshot,1jo3TwNGCXfNdB5uba3ZVv,2018-09-19,74,0.893,0.651,0,-8.647,0,0.367,0.0995,0.0,0.371,0.6,105.835,253580,4
Tate McRae,that way,7l97ElWmIdVHWUaOeeU5ZC,2020-01-24,74,0.445,0.383,0,-11.015,1,0.166,0.728,0.0,0.387,0.333,102.059,175027,4
girl in red,summer depression,2zPcVDSpYNVKQ5c7jR7MXj,2018-03-03,74,0.691,0.306,9,-15.651,1,0.0544,0.632,0.479,0.108,0.62,129.929,151693,4
Gryffin,Hold You Tonight (with Chris Lane),58jecLK0epwMLr9cy5vFUy,2020-04-07,74,0.467,0.795,11,-3.6,1,0.0687,0.102,0.0,0.264,0.472,163.837,219354,4
bbno$,nursery,2napy7uG4RI74SoyKJVGl5,2019-01-25,74,0.926,0.553,5,-8.053,1,0.152,0.403,0.00115,0.0663,0.83,104.98,146286,4
Juice WRLD,Make Believe,6eiztdXRkooWsBt2xToMWI,2019-03-08,74,0.465,0.84,0,-4.35,1,0.0722,0.125,0.0,0.138,0.672,83.981,142026,4
Lil Uzi Vert,Lo Mein,6CUP2khYzdphXebxVTfPE3,2020-03-06,74,0.855,0.676,1,-5.736,1,0.325,0.0888,0.0,0.144,0.509,133.082,195299,4
Logic,DadBod,2Wf2u3sZ8rR1sdiBuSbeR0,2020-07-24,74,0.81,0.708,11,-4.657,1,0.328,0.71,0.0,0.557,0.722,92.272,294749,4
Lil Uzi Vert,Bean (Kobe) [feat. Chief Keef],0IpnZchq8ek2A6pGEP2Qb1,2020-03-13,74,0.733,0.567,0,-6.718,1,0.319,0.0129,0.0,0.382,0.319,75.491,238816,4
Childish Gambino,Feels Like Summer,7p4vHnYXkxlzvfePJVpcTr,2018-07-11,74,0.554,0.596,7,-8.214,1,0.13,0.162,0.00482,0.0805,0.255,165.728,297404,4
Madison Beer,Dear Society,0L1IszgjzIZRBENyHJTQms,2019-05-17,74,0.65,0.594,7,-6.374,0,0.0492,0.161,0.0,0.133,0.416,145.944,179577,4
Noah Cyrus,Lonely,6U1iuA5QfzYRPJxvdcxqtf,2020-05-15,74,0.53,0.281,5,-8.274,1,0.0577,0.798,0.0,0.0928,0.341,122.442,144377,4
Jordan Davis,Slow Dance In A Parking Lot,6MBUUSIWCzaXW4q58Ktrv9,2018-03-23,74,0.523,0.837,7,-4.494,1,0.0335,0.301,0.0,0.172,0.523,82.006,193929,4
ilyTOMMY,Forever,7uHRKSQ9WIlBBuBY7BHcbq,2019-03-08,74,0.613,0.339,5,-14.908,0,0.135,0.678,0.0,0.166,0.292,106.582,108696,5
SOMI,What You Waiting For,4CoxD8tetisleUQDA7vn1B,2020-07-22,74,0.765,0.688,8,-5.072,1,0.0731,0.0164,0.0,0.112,0.794,121.901,175327,4
Offset,Clout (feat. Cardi B),59ywHNwwchG4nZJMLyxSzd,2019-02-22,74,0.919,0.622,1,-7.384,1,0.0997,0.228,4.24e-06,0.122,0.424,140.022,205803,4
Chance the Rapper,Hot Shower,00ko9WaS4jOX1kEk3gvHjf,2019-07-26,74,0.899,0.509,9,-8.04,1,0.387,0.00157,0.0,0.0573,0.599,150.001,225924,4
Brett Young,Lady,3ySLzrN7950dpf1ncttONO,2020-05-01,74,0.408,0.523,7,-8.001,1,0.0353,0.417,9.58e-06,0.0877,0.428,169.954,193416,4
XXXTENTACION,Ex Bitch,40KuvsFD0zpUFuCcmt5Xm0,2019-12-06,74,0.835,0.462,7,-6.227,1,0.155,0.513,0.0,0.0875,0.702,78.99,121672,4
Mulatto,B*tch From Da Souf (Remix),2zUbimuKNWDMCwbqNauLWV,2019-12-04,74,0.834,0.531,1,-5.708,1,0.36,0.0662,0.0,0.136,0.415,150.126,224119,4
Hozier,Almost (Sweet Music),5Apvsk0suoivI1H8CmBglv,2019-03-01,74,0.523,0.687,7,-5.601,1,0.105,0.0215,2.86e-06,0.203,0.711,90.036,217480,4
Jimmie Allen,This is Us,7DnNU5rQLgy4KEYvFMrGgW,2020-02-21,74,0.549,0.883,9,-4.092,1,0.0344,0.148,0.0,0.0609,0.487,145.06,205827,4
Melanie Martinez,Fire Drill,6TNWeqDnqdqIQWYMWZmzTA,2020-06-26,74,0.762,0.596,9,-8.152,1,0.075,0.29,0.0,0.0691,0.378,116.887,255153,4
DaBaby,NO DRIBBLE (with Stunna 4 Vegas),69CQe4ekUZ7txcSfEXYFW9,2020-07-27,74,0.785,0.504,9,-8.482,1,0.475,0.00999,0.0,0.356,0.799,129.937,163627,4
K CAMP,Lottery (Renegade),4dZTZbmJBCCofAExHwefda,2019-06-21,74,0.915,0.556,1,-8.601,1,0.216,0.0145,0.000179,0.0733,0.67,148.964,170947,4
Andy Grammer,I Found You,3CAqTfkRgmImhxYDjyL6S7,2019-07-26,74,0.728,0.701,1,-6.58,1,0.0406,0.0945,2.08e-05,0.181,0.413,137.97,151734,4
Travis Scott,ASTROTHUNDER,4MXhiYIRDMGAuvZc5IFTwC,2018-08-03,74,0.7,0.46,4,-8.111,0,0.0661,0.142,4.81e-05,0.111,0.286,151.901,142969,4
BANNERS,Someone To You,6cufDC8WB5AZNSL3ZH2mgV,2020-05-14,74,0.518,0.936,2,-3.685,1,0.0447,0.00554,0.0,0.258,0.667,75.002,219813,4
Natanael Cano,Pacas Verdes,2yFQXRSMJgaixzpP6gn8jr,2020-03-20,74,0.792,0.711,10,-5.21,0,0.0413,0.0427,0.0,0.0748,0.766,107.388,170925,3
Thomas Rhett,Look What God Gave Her,2KqJC0koTBUyDlsMt5ok1V,2019-05-31,74,0.739,0.85,2,-3.966,1,0.0308,0.0272,0.0,0.181,0.883,113.0,168960,4
Rvssian,No Me Ame,2AuWgceaQyfMoI3EGavwGb,2020-04-17,74,0.68,0.766,11,-4.799,0,0.0923,0.0411,0.0,0.116,0.28,160.095,180000,4
Khalid,Eleven,1ToprX3cpBiXoAe5eNSk74,2020-01-09,74,0.701,0.396,4,-10.182,0,0.119,0.112,0.0209,0.223,0.115,129.004,206361,4
Au/Ra,Panic Room,7uUahoeqGNRMbpdeiLj1rS,2018-02-09,74,0.495,0.426,8,-9.434,1,0.0736,0.152,5.65e-06,0.099,0.0636,97.91,237773,4
DJ Khaled,No Brainer,5WvAo7DNuPRmk4APhdPzi8,2018-07-27,74,0.552,0.76,0,-4.706,1,0.342,0.0733,0.0,0.0865,0.639,135.702,260000,5
Bryce Vine,La La Land (feat. YG),4oM9DGUTrRaXJDypxxHztZ,2019-07-26,74,0.774,0.473,1,-5.122,0,0.0569,0.221,0.0,0.222,0.416,97.953,177253,4
Jordan Davis,Almost Maybes,14JFKtBSqefxfMiKhq6JT8,2020-05-08,74,0.582,0.868,11,-3.927,1,0.0522,0.146,0.0,0.103,0.555,90.105,179153,4
Pink Sweat$,17,034KyQEk7IhbLtniVhBErj,2020-02-28,74,0.558,0.364,5,-8.663,1,0.0502,0.169,9.94e-05,0.109,0.252,129.17,160737,4
Pop Smoke,Hotel Lobby,5xKXcU8tpSYz7C7wrMMYec,2020-07-20,74,0.688,0.61,11,-6.79,1,0.109,0.198,0.00154,0.114,0.201,88.995,151011,4
Ariana Grande,needy,1TEL6MlSSVLSdhOSddidlJ,2019-02-08,74,0.647,0.309,7,-7.948,0,0.0366,0.78,7.41e-06,0.202,0.195,87.045,171573,4
DVBBS,Tinted Eyes (feat. blackbear & 24kGoldn),68UW3plyDDNg1dkNIZRezJ,2020-06-05,74,0.743,0.801,5,-4.097,0,0.0343,0.00598,2.46e-05,0.178,0.381,121.965,175082,4
Travis Scott,HOUSTONFORNICATION,58TaFP5j5i9swOf584yon2,2018-08-03,74,0.689,0.723,0,-4.052,0,0.0836,0.0985,0.0,0.158,0.288,160.042,217828,4
Bazzi,I Don't Think I'm Okay,0PUkanqCGTb6qseXPKOw1F,2020-07-09,74,0.445,0.33,9,-8.121,1,0.0429,0.574,0.0,0.102,0.187,128.025,176250,4
Alec Benjamin,If We Have Each Other,7pT6WSg4PCt4mr5ZFyUfsF,2018-11-16,74,0.656,0.577,10,-5.566,0,0.0802,0.698,0.0,0.296,0.861,173.094,181522,4
Camila Cabello,Consequences,7sTtHHrD0zDpmzQzH3zegz,2018-01-12,74,0.455,0.292,0,-6.792,1,0.0563,0.889,0.0,0.106,0.43,84.339,178467,5
Bankrol Hayden,Brothers (feat. Luh Kel),49O5AqdaIGmnfz2d8TXL7Z,2020-06-26,74,0.889,0.483,8,-10.332,1,0.227,0.376,0.0,0.088,0.761,120.995,131853,4
Blake Shelton,Nobody But You (Duet with Gwen Stefani),5M8goiFYynmNxhueYW6grR,2019-12-13,74,0.463,0.653,0,-5.515,1,0.0273,0.111,0.000136,0.172,0.233,143.912,194867,4
jxdn,Comatose,5dVKYrPpo8d5AgUGRKMBLp,2020-05-11,74,0.36,0.851,11,-5.105,0,0.342,0.0047,0.0,0.452,0.551,161.975,155611,4
Juice WRLD,Candles,1wa6QQsdSE3X2GbRljGpFk,2018-12-10,74,0.715,0.574,7,-6.236,1,0.0817,0.373,0.0,0.174,0.337,157.0,183703,4
Lil Loaded,6locc 6a6y (feat. NLE Choppa) - Remix,60eZwR3BMCP2yVkUBsD69O,2020-06-19,74,0.862,0.673,5,-9.111,1,0.3,0.277,0.0,0.101,0.801,125.101,176584,4
Why Don't We,8 Letters,4zRZAmBQP8vhNPf9i9opXt,2018-08-31,74,0.607,0.478,1,-5.702,0,0.031,0.649,0.0,0.0928,0.255,88.979,190027,4
Teqkoi,You Broke My Heart Again,3jZDWsoxRHzzp3DYV8qeXE,2018-10-13,74,0.451,0.143,3,-15.685,1,0.235,0.956,0.0,0.195,0.233,149.509,103400,4
A$AP Rocky,Babushka Boi,643PW82aBMUa1FiWi5VQY7,2019-08-28,74,0.897,0.743,10,-5.446,0,0.222,0.304,4.44e-05,0.137,0.905,134.979,187105,4
Lil Baby,Commercial (feat. Lil Uzi Vert),3tDqEKKUs6gf8zMvSuLyLA,2020-02-28,74,0.892,0.486,11,-8.637,0,0.384,0.048,0.0,0.146,0.535,120.998,214215,4
Florida Georgia Line,I Love My Country,5blHL2xSCGv00fr1DGuvEf,2020-05-22,74,0.527,0.943,4,-3.56,1,0.065,0.0249,0.0,0.373,0.584,140.132,184573,4
Sabrina Carpenter,Sue Me,3WVhkjB7Y4xFruqoCAajBb,2018-11-09,74,0.46,0.809,6,-5.415,1,0.326,0.0422,5.04e-05,0.138,0.609,157.184,179227,4
Juice WRLD,Scared Of Love,49QVOdWgGagzLrThkIqtK6,2018-12-10,74,0.642,0.562,11,-4.869,0,0.0812,0.032,0.0,0.168,0.177,158.001,170539,4
"Tyler, The Creator",BEST INTEREST,3jHdKaLCkuNEkWcLVmQPCX,2020-01-25,74,0.596,0.575,11,-8.325,0,0.0514,0.0861,0.000153,0.334,0.34,98.265,127921,3
Jhené Aiko,P*$$Y Fairy (OTW),48KXAIruJ07kJVCWOGohMV,2020-01-17,74,0.572,0.519,2,-7.092,0,0.212,0.536,0.0,0.102,0.35,128.331,181860,4
Still Woozy,Habit,4BsLwvaJOTOHDNg7xMpvrL,2019-12-12,74,0.767,0.392,1,-11.996,1,0.0945,0.154,0.000398,0.108,0.48,125.017,153872,4
Grupo Firme,El Roto - En Vivo,21bfgzz92T3L96IsFn8Kvy,2018-08-03,74,0.826,0.47,3,-7.609,1,0.0584,0.396,0.0,0.0979,0.964,118.198,193237,4
Logic,Keanu Reeves,3PYx9Wte3jwb48V0wArMOy,2019-05-10,74,0.712,0.891,2,-6.457,1,0.24,0.0557,0.0,0.134,0.799,170.13,225920,4
Drake,Desires (with Future),7eYAHC0RbBF9eaqWzT34Aq,2020-05-01,74,0.812,0.506,5,-7.706,0,0.116,0.281,0.0,0.325,0.554,145.074,237946,4
Flipp Dinero,Leave Me Alone,14mHfNsSHN0FbLftyjrV9g,2018-09-04,74,0.792,0.743,7,-2.806,1,0.0851,0.107,0.0,0.183,0.742,150.024,195637,4
Post Malone,I'm Gonna Be,1ckLp8lCl8LipXI0ypX72m,2019-09-06,74,0.746,0.559,5,-4.008,1,0.0316,0.703,0.0,0.148,0.368,117.943,200680,4
Migos,MotorSport,4wFjTWCunQFKtukqrNijEt,2018-01-26,74,0.904,0.518,2,-5.32,1,0.183,0.0305,0.0,0.325,0.188,137.996,303077,4
Jeremy Zucker,supercuts,4PyMK7JTcu6l30D8KogokR,2020-07-24,74,0.807,0.539,11,-8.193,1,0.124,0.0789,0.0,0.0928,0.755,127.992,206600,4
Roddy Ricch,Start Wit Me (feat. Gunna),7A20WnLkjtZU2d7hIB6Ziu,2019-12-06,74,0.886,0.479,4,-8.054,0,0.334,0.077,0.0,0.135,0.408,130.029,158692,4
YNW Melly,223's (feat. 9lokknine),29ZXwWOOLz9t5fa3eT3i7T,2019-11-22,74,0.932,0.547,0,-7.787,0,0.333,0.0388,0.0,0.0924,0.695,94.998,176640,4
Clairo,Bubble Gum,3zksbXteOCeSusJ5Xltr3t,2019-02-22,74,0.509,0.0167,9,-24.639,1,0.115,0.979,2.72e-05,0.387,0.229,207.97,175961,3
Kevin Abstract,Peach,5JRMqkR82k2fdDEAim9SCN,2019-04-25,74,0.646,0.681,7,-5.847,1,0.0764,0.683,4.84e-06,0.107,0.421,131.896,176732,4
Morgan Wallen,This Bar,7oSq5fbsFkTS9zeJQwMihf,2019-12-31,74,0.545,0.884,2,-5.208,1,0.0817,0.115,0.000424,0.0496,0.272,110.015,185733,4
"Tyler, The Creator",Potato Salad,1jzIJcHCXneHw7ojC6LXiF,2018-09-28,74,0.538,0.612,2,-6.02,1,0.424,0.308,0.0,0.213,0.684,168.197,182493,4
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",51rXHuKN8Loc4sUlKPODgH,2018-01-12,74,0.645,0.705,1,-5.008,1,0.299,0.000813,0.0,0.128,0.376,137.133,229670,4
DaBaby,Goin Baby,3WyRgi8CzQnhzO0xw79tTS,2019-03-01,74,0.755,0.772,6,-5.585,1,0.4,0.128,0.0,0.157,0.678,132.906,141827,4
5 Seconds of Summer,Ghost Of You,1MhXdlCQPnO56T57MfmaRm,2018-06-15,74,0.458,0.561,10,-4.819,1,0.0269,0.0965,0.0,0.156,0.206,149.875,197411,3
Polo G,I Know,40j4RoqmLiivqzRObbQ4BF,2020-05-15,74,0.807,0.665,5,-5.249,0,0.276,0.0919,0.0,0.0788,0.557,164.964,176575,4
Blueface,Daddy (feat. Rich The Kid),4hanO6Du5J7QEguNHYZHmw,2019-08-09,74,0.869,0.59,11,-8.214,1,0.257,0.07,0.0,0.236,0.479,107.934,151147,4
Kane Brown,Cool Again,5P3oaNpPDVLRJsL3152SEs,2020-04-23,74,0.608,0.735,4,-5.497,1,0.0371,0.0156,1.69e-06,0.361,0.773,90.007,164668,4
Ski Mask The Slump God,Unbothered,5hwUsRKvnO5yThjVrxHQVt,2018-11-30,74,0.884,0.445,1,-10.58,0,0.418,0.222,0.0,0.112,0.851,125.008,138427,4
Clairo,Hello?,7qwt4xUIqQWCu1DJf96g2k,2018-05-25,74,0.839,0.473,10,-7.835,0,0.0607,0.641,0.000459,0.0939,0.0644,98.732,135016,4
Eminem,Venom - Music From The Motion Picture,2SL6oP2YAEQbqsrkOzRGO4,2018-08-31,74,0.749,0.794,0,-5.063,1,0.064,0.0193,0.0,0.543,0.46,135.959,269554,4
Riley Green,I Wish Grandpas Never Died,7Dxes6VnfbZYV0S2QTnVuT,2019-09-20,74,0.445,0.492,6,-5.717,1,0.0294,0.036,0.0,0.122,0.24,148.013,250413,4
Ski Mask The Slump God,Take A Step Back,2gQYziDV5cSTRSqr6akzi5,2018-02-02,74,0.8,0.591,6,-8.808,1,0.271,0.111,0.0,0.429,0.747,117.003,210387,4
Wallows,Scrawny,1pNUmVxDiE8t6P1XxcZAv8,2019-03-22,74,0.639,0.816,6,-5.28,0,0.0485,0.000985,0.0604,0.141,0.802,138.008,166520,4
Bad Bunny,SI ELLA SALE,1zaDh3qaGSeSmulNyWlUxm,2020-05-10,74,0.869,0.727,7,-7.397,1,0.123,0.0589,0.00991,0.107,0.92,147.967,143240,4
Future,D4L,5fHrHoJKfCgBd35zwIBmUK,2020-05-01,74,0.718,0.706,1,-5.709,1,0.06,0.0128,0.0,0.352,0.815,170.004,189176,4
Bad Bunny,RONCA FREESTYLE,3XZeOzJ9tqnu58YP6cqApI,2020-05-10,74,0.856,0.656,5,-6.483,0,0.131,0.165,0.0,0.0998,0.586,90.041,150060,4
Drake,Demons (feat. Fivio Foreign & Sosa Geek),05aZ9sAU1YXndHv0FMi9iW,2020-05-01,74,0.543,0.766,0,-3.387,0,0.343,0.423,0.0,0.155,0.729,106.869,204805,3
Lennon Stella,La Di Da,2YyvWje3cEYyqgYhNUIaBJ,2018-11-17,74,0.689,0.679,7,-5.893,1,0.0517,0.195,0.00111,0.224,0.475,149.972,209773,4
NAV,Tap (feat. Meek Mill),5rU6kDNXZLXIinFezpbWbO,2019-03-26,74,0.901,0.676,2,-7.033,1,0.251,0.0646,0.0,0.0863,0.452,85.018,148278,4
Bad Bunny,Que Malo,53v2u51nq3CxiKUNphRzP1,2020-02-28,74,0.802,0.787,7,-6.181,0,0.0599,0.0832,0.0,0.153,0.446,94.026,167975,4
Claire Rosinkranz,Backyard Boy,0y9fkzOaaQy4Up22BGUbIp,2020-06-08,74,0.819,0.642,5,-7.037,1,0.189,0.336,0.0,0.0735,0.452,138.026,129241,4
Yung Gravy,Whip A Tesla,6nsyYPCDUSacgXci9mvWln,2019-05-31,74,0.814,0.527,9,-7.001,0,0.328,0.179,0.000512,0.0767,0.54,170.063,153733,4
H.E.R.,Could've Been (feat. Bryson Tiller),6oEVnWKgPqIEPc53OYDNqG,2019-08-30,74,0.455,0.352,1,-11.733,0,0.25,0.654,3.72e-06,0.249,0.407,103.342,252747,4
Famous Dex,JAPAN,5PTG6rrL6EPFD9E2QMI2pl,2018-04-06,74,0.733,0.678,6,-7.771,1,0.438,0.121,0.0,0.344,0.841,175.985,142000,4
Lil Tjay,Hold On,5qDsijQM75KTdv3RtSPx91,2019-10-11,74,0.691,0.602,9,-6.807,0,0.209,0.123,0.0,0.0637,0.685,151.987,189480,4
21 Savage,Immortal,4IO8X9W69dIQe0EC5ALXhq,2019-10-31,74,0.741,0.87,6,-3.494,0,0.503,0.00813,0.0,0.114,0.663,184.194,254723,4
6ix9ine,BILLY,5KhFaq45chTw8RGfWo8T8J,2018-04-10,74,0.764,0.711,4,-3.818,0,0.288,0.175,0.0,0.105,0.774,90.076,112667,4
Pop Smoke,Diana (feat. King Combs),4Tc9PHEoeP17PQj3OOKXPu,2020-07-03,74,0.794,0.792,7,-6.889,1,0.186,0.22,0.0,0.0998,0.546,126.994,188976,4
Jack Harlow,I WANNA SEE SOME ASS (feat. jetsonmade),2aWVaW1p2kUc5yuKwBmRJi,2020-03-13,74,0.899,0.691,0,-7.554,1,0.0497,0.18,0.000451,0.135,0.865,107.951,125302,4
Pop Smoke,Invincible,792HwhrdO3ErRKL5yRe4Ge,2020-02-07,74,0.548,0.732,11,-5.652,0,0.336,0.125,0.0,0.269,0.612,142.791,127547,4
The Kid LAROI,Fade Away,32ypPhtgTaETvFn3ZIHXTW,2020-04-17,74,0.726,0.414,9,-12.296,0,0.269,0.406,0.0,0.0713,0.47,150.009,179252,4
Gunna,TOP FLOOR (feat. Travis Scott),4YhJ3a6kBPGJWX4Ek77sDd,2020-05-22,74,0.823,0.504,8,-8.65,0,0.16,0.206,0.0,0.417,0.481,112.985,169907,4
iann dior,Prospect (ft. Lil Baby),4iHSE5R1U8jf84tRn52xRt,2020-06-12,74,0.816,0.579,1,-6.097,1,0.0867,0.203,0.0,0.127,0.43,120.078,226314,4
Lil Mosey,Kamikaze,3to5UxKsozb4T6CfwHuhLJ,2018-10-19,74,0.792,0.571,8,-7.539,0,0.094,0.301,0.0,0.1,0.556,99.999,139200,4
Polo G,Wishing For A Hero (feat. BJ The Chicago Kid),192RjH0gN6en7nE6ElN96T,2020-05-15,74,0.562,0.589,7,-7.509,1,0.265,0.0679,0.0,0.0684,0.188,88.903,184444,1
Polo G,Beautiful Pain (Losin My Mind),4SIB2yxKoFOrbkjA4zfQbB,2020-05-15,74,0.597,0.477,1,-9.638,0,0.642,0.137,0.0,0.113,0.512,80.382,171442,4
Lauv,There's No Way (feat. Julia Michaels),0WTN7om3lHG3yYMigwzBxl,2018-09-27,74,0.755,0.625,2,-7.114,1,0.0896,0.49,0.0,0.157,0.374,147.02,174861,4
Slipknot,Unsainted,5mpUKTdskZea0gStWzeHUZ,2019-08-09,74,0.427,0.946,7,-2.188,1,0.0469,0.000118,0.0253,0.0604,0.237,101.305,260773,4
Lady Gaga,Replay,7sKbyYeJnITO1Eh9xd0lKd,2020-05-29,74,0.658,0.878,1,-3.875,1,0.123,0.00792,0.0,0.944,0.683,122.015,186653,4
Pop Smoke,Dior - Bonus,6PnTgx9lyvLGIcPnroCvc2,2020-07-03,74,0.676,0.746,7,-7.837,1,0.344,0.0893,0.00157,0.412,0.675,142.035,216244,4
Juice WRLD,Smile (with The Weeknd),6wQlQrTY5mVS8EGaFZVwVF,2020-07-10,74,0.694,0.685,6,-6.535,0,0.133,0.224,0.0,0.124,0.306,158.831,196180,4
NLE Choppa,Shotta Flow (Feat. Blueface) [Remix],67XyC1GdSkKb9sbRRkUDXS,2019-06-20,74,0.894,0.511,2,-4.768,1,0.42,0.0251,0.0,0.14,0.568,120.08,176632,4
Surfaces,Take It Easy,5Pgq1Gfeth2CuUhyCXwlfC,2020-02-28,74,0.765,0.689,6,-5.616,1,0.0456,0.236,7.39e-06,0.114,0.497,144.958,212850,4
