artist,name,id,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Lil Baby,Yes Indeed,6vN77lE9LK6HP2DewaN6HZ,2018-05-18,80,0.963,0.346,5,-9.309,0,0.53,0.0355,0.0,0.108,0.562,119.957,142273,4
Lizzo,Truth Hurts,3HWzoMvoF3TQfYg4UPszDq,2019-04-19,80,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,173325,4
Morgan Wallen,More Than My Hometown,6FniJZn4agmDtPx1pKZQsa,2020-04-17,80,0.621,0.882,6,-5.01,1,0.0459,0.601,0.0,0.132,0.573,126.023,216573,4
Jonas Brothers,Only Human,0DiDStADDVh3SvAsoJAFMk,2019-06-07,79,0.795,0.496,0,-5.883,1,0.0722,0.108,0.0,0.0645,0.874,94.01,183000,4
21 Savage,a lot,2t8yVaLvJ0RenpXUIAC52d,2018-12-21,79,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,288624,4
Luke Combs,Beer Never Broke My Heart,7aEtlGHoiPAfRB084NiDmx,2019-11-08,79,0.538,0.863,1,-4.483,1,0.0481,0.0139,0.0,0.0874,0.637,77.001,186733,4
SHAED,Trampoline (with ZAYN),1iQDltZqI7BXnHrFy4Qo1k,2019-09-26,79,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,184280,4
Cochise,Hatchback,12hVQgYR254ZziANtiKVWQ,2019-09-23,79,0.734,0.692,2,-6.227,0,0.0555,0.0221,0.0,0.224,0.348,77.994,149145,4
Harry Styles,Cherry,2IOFZdYYkFxEHVz1w34PoL,2019-12-13,79,0.53,0.512,7,-9.261,1,0.0259,0.615,0.00453,0.129,0.411,95.946,259187,4
Aminé,REEL IT IN,5qHirGR7M9tdm6C17DlzSY,2018-08-15,79,0.754,0.342,10,-8.677,0,0.0991,0.073,0.0,0.193,0.423,128.981,121347,4
Kygo,Freedom,5Gj1wG8b12VQdEd3hUuSwo,2020-04-17,79,0.715,0.635,7,-6.591,1,0.0791,0.127,0.0,0.0862,0.39,112.887,198635,4
Nio Garcia,Te Boté - Remix,3V8UKqhEK5zBkBb6d6ub8i,2018-04-13,79,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920,4
Lizzo,Good as Hell (feat. Ariana Grande) - Remix,07Oz5StQ7GRoygNLaXs2pd,2019-10-25,79,0.668,0.892,5,-3.001,0,0.0645,0.298,0.0,0.735,0.478,95.927,159011,4
Niall Horan,Black And White,7rpNuuoMbid56XkDsx2FjE,2020-03-13,79,0.443,0.582,2,-6.02,1,0.0482,0.0301,0.0,0.127,0.239,147.589,193090,4
Kendrick Lamar,All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s,2018-02-09,79,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,4
Drake,Nice For What,3CA9pLiwRIGtUBiMjbZmRw,2018-06-29,79,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,210747,4
Diplo,Dance with Me (feat. Thomas Rhett & Young Thug),6wXgnhpmOPEJ7cUweSyy2B,2020-05-27,79,0.73,0.792,6,-5.33,0,0.13,0.0264,0.0,0.101,0.745,99.039,170158,4
Jeremy Zucker,all the kids are depressed,75ls0gurX68lUmMjE7QcsE,2018-05-04,79,0.773,0.437,9,-8.281,1,0.0963,0.836,2.42e-05,0.544,0.707,103.861,169973,4
Avicii,SOS (feat. Aloe Blacc),2x0RZdkZcD8QRI53XT4GI5,2019-06-06,79,0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001,157202,4
Lil Yachty,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),7wsmIIm0xWmtP7TmACXkJn,2020-03-09,79,0.836,0.617,0,-4.363,1,0.0534,0.17,0.0,0.319,0.866,138.066,206702,4
Bankrol Hayden,Costa Rica (feat. The Kid LAROI) - Remix,3tdjTdCCgKtwacsICCtPZZ,2020-06-26,79,0.89,0.53,9,-9.891,1,0.362,0.165,0.0,0.106,0.644,127.889,114865,4
girl in red,i wanna be your girlfriend,3h3pOvw6hjOvZxRUseB7h9,2018-03-02,79,0.54,0.381,7,-14.323,1,0.0347,0.0217,0.000687,0.305,0.343,155.882,204991,4
Ant Saunders,Yellow Hearts,2W4yABdLc4Jnds67Poi5Nl,2019-06-18,79,0.866,0.438,7,-8.943,1,0.0719,0.177,0.0,0.0743,0.695,129.039,223258,4
Kygo,I'll Wait,6Q3K9gVUZRMZqZKrXovbM2,2020-04-03,79,0.611,0.651,1,-6.973,1,0.0587,0.148,1.84e-05,0.105,0.357,122.983,215361,4
Bebe Rexha,I'm a Mess,04ZTP5KsCypmtCmQg5tH9R,2018-06-22,79,0.63,0.694,11,-6.257,0,0.0253,0.00281,0.0,0.0719,0.216,97.005,195519,4
Migos,Need It,6mtjo5kIHKlboGE84lf1FJ,2020-05-22,79,0.852,0.745,11,-3.667,0,0.171,0.0313,0.0,0.0824,0.897,148.007,195681,4
Diplo,Lonely (with Jonas Brothers),6eXFl418w8hsxKcLgv1jwJ,2020-05-27,79,0.739,0.717,1,-5.123,1,0.0565,0.0611,0.0,0.206,0.529,98.047,139810,4
Pop Smoke,Enjoy Yourself (feat. Karol G),3NWrHCwvyII4fTx05PN3IO,2020-07-03,79,0.764,0.676,11,-6.761,0,0.0927,0.389,0.0,0.215,0.461,97.02,197938,4
JACKBOYS,GATTI,40mjsnRjCpycdUw3xhS20g,2019-12-27,79,0.594,0.676,2,-5.808,1,0.344,0.135,0.0,0.163,0.472,143.477,181145,4
Labrinth,Still Don't Know My Name,6N22FZs2ZhPBYi3b9XPajV,2019-10-04,79,0.314,0.63,5,-5.963,1,0.116,0.471,0.266,0.205,0.312,88.244,153294,1
Khalid,Up All Night,1mpD5Q8IM32I4bF6eCpU74,2019-11-14,79,0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00342,0.102,0.669,93.989,157220,4
Myke Towers,Girl,43NqTeL8pgBxKHPMiJKUP5,2020-01-24,79,0.733,0.708,6,-4.957,1,0.0937,0.0325,0.000327,0.324,0.694,93.021,186427,4
Gunna,COOLER THAN A BITCH (feat. Roddy Ricch),5LHHKZOwV8XW4LJP2C64mw,2020-05-22,79,0.837,0.586,11,-8.521,0,0.0807,0.281,0.0,0.134,0.618,117.066,197000,4
The Chainsmokers,Who Do You Love,2fVHrSxsQbJUuj9MW9zG1e,2019-12-06,79,0.51,0.846,3,-4.595,1,0.0461,0.0101,0.0,0.208,0.475,139.927,226733,4
Lizzo,Juice,0k664IuFwVP557Gnx7RhIl,2019-04-19,79,0.767,0.889,7,-2.988,1,0.0963,0.00611,0.0,0.402,0.843,119.93,195145,4
Zedd,Funny,4FYbo4yQzu3hGkj2Ix4ucW,2020-07-16,79,0.664,0.66,5,-4.646,1,0.0243,0.512,0.0,0.26,0.355,99.946,221466,4
Bad Bunny,MÁS DE UNA CITA,4EJHKSnHENfjOxXWryyNtL,2020-05-10,79,0.865,0.5,5,-10.805,1,0.0861,0.0122,7.73e-05,0.098,0.317,92.976,183520,4
Bazzi,Beautiful (feat. Camila Cabello),4VUwkH455At9kENOfzTqmF,2018-08-02,79,0.638,0.717,2,-4.722,1,0.0337,0.346,0.0,0.105,0.249,100.027,180000,4
Ashe,Moral of the Story (feat. Niall Horan),2NWVdwbd2hPIzC2lyf4y63,2020-06-17,79,0.599,0.374,10,-8.896,1,0.0385,0.495,0.0,0.221,0.224,119.9,198515,4
Troye Sivan,Easy,3gwoz4xZuye0agjYgrC2je,2020-07-15,79,0.639,0.569,0,-7.236,0,0.0487,0.0581,0.000169,0.108,0.616,142.967,226781,4
Lil Peep,witchblades,1Z8gpnzgTFQKAwmV43iLBB,2019-11-15,79,0.642,0.538,8,-7.206,1,0.0696,0.0242,0.0,0.273,0.57,143.921,150160,4
Shawn Mendes,In My Blood,2QZ7WLBE8h2y1Y5Fb8RYbH,2018-05-25,79,0.622,0.712,5,-7.321,1,0.066,0.0573,0.0,0.13,0.487,140.025,211360,4
Carin Leon,Tú,1nLs8r6K4YN0avBwUmmTnr,2020-05-22,79,0.669,0.476,9,-6.635,0,0.0395,0.382,9.85e-06,0.21,0.905,143.826,246132,4
flora cash,You're Somebody Else,0pdKRp2sUthTPe7RLWpPqQ,2018-06-19,79,0.713,0.452,1,-9.638,1,0.0295,0.841,0.0038,0.105,0.235,102.963,218883,4
Lil Mosey,Back At It (feat. Lil Baby),07twUUK8jWUCVsrSoEgbLW,2020-06-26,79,0.741,0.678,1,-5.835,1,0.355,0.0204,0.0,0.0782,0.718,165.106,156533,4
Carin Leon,Me La Avente,2QwMXe5zbqymDZGYsMDVqZ,2019-08-01,79,0.723,0.48,11,-4.1,0,0.0326,0.557,0.0,0.0705,0.909,144.533,155803,3
Daddy Yankee,Que Tire Pa Lante,6RyaV7owmVU6fzEPE17sF1,2019-10-18,79,0.658,0.901,7,-2.814,1,0.0357,0.0478,0.0,0.12,0.708,93.979,210520,4
Bazzi,Mine,7uzmGiiJyRfuViKKK3lVmR,2018-04-12,79,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,131064,4
Everybody Loves an Outlaw,I See Red,5MAK1nd8R6PWnle1Q1WJvh,2018-10-31,79,0.509,0.448,4,-7.552,0,0.0357,0.00713,0.0137,0.244,0.221,156.909,230613,3
Anuel AA,Keii,5eEQCfq7MXQr6aHLNRUZLs,2020-02-07,79,0.708,0.797,0,-3.095,0,0.0391,0.4,0.0,0.096,0.51,88.015,210000,4
Idina Menzel,Into the Unknown,3Z0oQ8r78OUaHvGPiDBR3W,2019-11-15,79,0.323,0.405,10,-8.533,0,0.0413,0.849,0.000544,0.138,0.274,145.104,194848,5
Summer Walker,Girls Need Love (with Drake) - Remix,14SaZBTjxlorHJQxXh01Hu,2018-10-19,79,0.656,0.432,6,-9.481,0,0.217,0.443,0.0,0.132,0.0897,97.022,222374,4
Lil Tecca,Ransom (with Juice WRLD) - Remix,2WsuSYJNXGKXVYkHPnq2yp,2019-08-30,79,0.684,0.671,2,-6.424,0,0.289,0.0119,0.0,0.0769,0.45,179.987,171253,4
Dalex,Pa Mí - Remix,7g8YaUQABMal0zWe7a2ijz,2019-05-10,79,0.688,0.62,11,-8.029,0,0.22,0.753,5.32e-06,0.157,0.727,170.011,360960,4
Polo G,Go Stupid,4PklAHGXT5ityno3IA8SKd,2020-05-15,79,0.92,0.833,1,-3.18,1,0.253,0.0277,0.0,0.0596,0.645,141.034,165726,4
Post Malone,Hollywood's Bleeding,7sWRlDoTDX8geTR8zzr2vt,2019-09-06,79,0.405,0.646,4,-3.206,0,0.0476,0.331,0.0,0.103,0.17,130.218,156267,4
SAINt JHN,Roses Remix (feat. Future),1KyZ4rUiW2lkqGNLQYKpcC,2020-05-29,79,0.941,0.463,8,-5.993,1,0.113,0.0247,5.53e-05,0.192,0.312,127.003,187898,4
Pop Smoke,44 BullDog,7sjFIZ1g5QLJLGja3k592K,2020-07-03,79,0.8,0.564,8,-5.817,1,0.4,0.0287,1.65e-06,0.112,0.318,139.989,150857,4
Kygo,Lose Somebody,1sgDyuLooyvEML4oHspNza,2020-05-29,79,0.58,0.586,1,-6.883,1,0.0357,0.344,0.0,0.0755,0.507,147.988,199549,4
Lunay,Soltera - Remix,1c0hsvHLELX6y8qymnpLKL,2019-05-10,79,0.795,0.783,5,-4.271,1,0.0432,0.361,0.0,0.437,0.799,92.01,266087,4
J Balvin,QUE PRETENDES,25ZAibhr3bdlMCLmubZDVt,2019-06-28,79,0.639,0.791,10,-4.443,0,0.253,0.0275,0.0,0.362,0.939,92.603,222347,4
Beyoncé,BLACK PARADE,2qzUpSVI4NnPyWxbXwumTj,2020-06-19,79,0.824,0.555,1,-5.817,1,0.05,0.00337,6.42e-06,0.217,0.0611,120.002,281273,4
Jhay Cortez,Medusa,3qM0vBxIe4VUbK0Z0smuVP,2020-02-05,79,0.886,0.604,0,-7.293,1,0.208,0.194,3.15e-06,0.107,0.383,98.023,305333,4
Luke Bryan,One Margarita,6NhS5LwYbJ6xD7BGvlWRJO,2020-03-13,79,0.641,0.842,9,-4.872,1,0.0464,0.0969,0.0,0.169,0.738,89.997,193427,4
Maren Morris,The Bones,7yFhA2fUsL2oIMWlw5DaHQ,2019-03-08,79,0.612,0.57,11,-6.642,0,0.0347,0.278,0.0,0.0963,0.334,77.002,197293,4
The Kid LAROI,GO (feat. Juice WRLD),2rPHUAeUPbNgTmK18FPTiZ,2020-07-24,79,0.487,0.74,6,-4.973,1,0.0944,0.157,0.0,0.612,0.522,73.779,181688,4
Lil Skies,I,4ZT9FnbFu1PaBfV3itxiqT,2019-03-01,79,0.649,0.453,6,-7.28,1,0.085,0.627,0.0,0.116,0.431,99.183,181891,4
DaBaby,FIND MY WAY,1gVCEnryJhkdQcuC0Kbvor,2020-04-17,79,0.836,0.624,4,-6.75,0,0.184,0.187,0.0,0.138,0.7,103.0,139890,4
Agust D,Daechwita,0H4ugk6rhnXmTl47ayy9O5,2020-05-22,79,0.65,0.827,8,-4.014,1,0.0599,0.0229,0.0,0.121,0.223,144.995,225668,4
Juice WRLD,Black & White,1fCeXjoRExPP2qwSBh2aST,2018-12-10,79,0.776,0.736,7,-4.612,1,0.247,0.0802,0.0,0.159,0.233,147.946,186945,4
Lil Nas X,Panini - DaBaby Remix,4SDgTLDYrJ2UrHbkRkg7MD,2019-09-13,79,0.717,0.598,5,-5.613,0,0.0809,0.22,0.0,0.122,0.496,153.905,151040,4
Sheck Wes,Mo Bamba,1xzBco0xcoJEDXktl7Jxrr,2018-10-05,79,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4
NAV,Turks (feat. Travis Scott),0lSZh5W0wDeurkGzLYY6hf,2020-03-27,79,0.893,0.618,7,-4.425,0,0.112,0.0827,0.0,0.542,0.389,119.099,161377,4
Baby Keem,ORANGE SODA,5FkoSXiJPKTNyYgALRJFhD,2019-07-19,79,0.83,0.564,1,-7.822,1,0.235,0.177,0.0,0.128,0.107,85.042,129882,4
Eslabon Armado,Con Tus Besos,6WYB1odDfMPVMyp1QxFInT,2020-04-06,79,0.681,0.664,6,-8.019,0,0.0353,0.335,0.0,0.0418,0.861,102.166,226821,3
J.I the Prince of N.Y,Need Me,2dzja72gQodveSpguIQGJl,2019-10-11,79,0.815,0.567,10,-4.653,0,0.135,0.156,0.0,0.0884,0.732,95.034,151641,4
Lil Uzi Vert,Sanguine Paradise,3XiNC94b4Tq1xwv70sQJGN,2019-04-09,79,0.729,0.603,6,-6.736,0,0.0666,0.0948,0.0,0.113,0.207,134.972,243976,4
Machine Gun Kelly,bloody valentine,1bWEngw5tAF7vWByrf5Oy5,2020-05-01,79,0.52,0.856,2,-4.228,1,0.0806,0.000193,0.0,0.157,0.47,160.083,205016,4
Money Man,24,2FVMbLuIxo0dz3KLXgN6Jh,2020-03-02,79,0.842,0.715,2,-6.03,1,0.0913,0.0265,0.0554,0.0831,0.428,126.022,160952,4
Ski Mask The Slump God,Faucet Failure,1ThmUihH9dF8EV08ku5AXN,2018-11-30,79,0.935,0.552,10,-9.373,0,0.335,0.111,0.0,0.0952,0.615,99.993,145627,4
Zara Larsson,Ruin My Life,5tAa8Uaqr4VvA3693mbIhU,2018-10-18,79,0.665,0.699,11,-5.265,1,0.0578,0.423,0.0,0.0969,0.585,124.896,190932,4
blackbear,queen of broken hearts,1YaLBadQjS701ZLZRGjPMX,2020-07-10,79,0.716,0.711,0,-6.098,1,0.0769,0.00644,0.0,0.0783,0.827,97.016,171172,4
John Mayer,New Light,3bH4HzoZZFq8UpZmI2AMgV,2018-05-10,79,0.828,0.689,7,-7.878,1,0.0326,0.325,0.0384,0.0808,0.853,123.931,216015,4
Megan Thee Stallion,Captain Hook,1E3VQQWFQAPJkXfYHjqWoI,2020-03-06,79,0.863,0.633,10,-5.002,0,0.287,0.0118,0.0,0.285,0.545,163.991,176750,4
Sam Smith,"Fire On Fire - From ""Watership Down""",5rFj8OzffT0iggSjcBaeND,2018-12-21,79,0.584,0.407,1,-7.356,0,0.046,0.476,0.0,0.18,0.341,115.124,246735,4
Katy Perry,Smile,3DXdjHnePKnh6oXw2ZgGSl,2020-07-10,79,0.783,0.912,0,-3.713,1,0.243,0.0238,0.0,0.339,0.749,98.025,166898,4
The Kid LAROI,Addison Rae,2ImaJZH7XqxrzbQZpYDmol,2020-03-22,79,0.901,0.49,5,-9.099,0,0.129,0.0155,0.0,0.109,0.397,135.015,163574,4
Billie Eilish,listen before i go,0tMSssfxAL2oV8Vri0mFHE,2019-03-29,79,0.319,0.0561,0,-23.023,1,0.045,0.935,0.00384,0.388,0.082,79.764,242652,3
Ed Sheeran,Beautiful People (feat. Khalid),70eFcWOvlMObDhURTqT4Fv,2019-07-12,79,0.64,0.647,5,-8.114,0,0.186,0.124,0.0,0.0801,0.546,92.979,197867,4
Billie Eilish,ilomilo,7qEKqBCD2vE5vIBsrUitpD,2019-03-29,79,0.855,0.423,5,-15.044,0,0.0585,0.724,0.469,0.0896,0.572,120.02,156371,4
Brent Faiyaz,Trust,0oufSLnKQDoBFX5mgkDCgR,2018-10-19,79,0.764,0.396,8,-8.566,1,0.159,0.227,7.54e-05,0.12,0.475,92.006,158421,4
MarMar Oso,Ruthless (Nice Guys Always Finish Last),6HeCk6yewXH7WO4D93eub9,2019-08-14,78,0.724,0.269,5,-15.465,1,0.0456,0.388,0.0,0.0808,0.866,86.042,233023,4
blackbear,me & ur ghost,4yJiXq86uM56uIfIZgE440,2020-01-16,78,0.755,0.631,7,-6.128,1,0.0261,0.0638,0.0,0.0929,0.881,100.026,200400,4
Demi Lovato,I Love Me,2IHLaN6wwYKQ3S24NsQqpA,2020-03-06,78,0.664,0.561,6,-7.031,1,0.0495,0.00261,0.0,0.0764,0.713,150.093,203672,4
Dua Lipa,Levitating,39LLxExYz6ewLAcYrzQQyP,2020-03-27,78,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,203808,4
Future,Life Is Good (feat. Drake),1K5KBOgreBi5fkEHvg5ap3,2020-05-15,78,0.795,0.574,2,-6.903,0,0.487,0.067,0.0,0.15,0.537,142.053,237918,4
Bad Bunny,Bichiyal,4j4w4CXm6BSr0s25wAWrrX,2020-02-28,78,0.737,0.766,10,-4.242,0,0.0458,0.31,6.63e-06,0.114,0.662,93.956,196500,4
Jeremy Zucker,you were good to me (bonus track),0JnSoyZMTYZLWFVdVT1JFZ,2020-04-17,78,0.469,0.08,2,-15.489,1,0.0425,0.897,4.22e-05,0.112,0.206,101.238,219147,4
Lauv,Mean It,3uc8AGNL0KbvISIrjnfRvN,2020-03-06,78,0.746,0.45,7,-8.543,1,0.0872,0.0407,0.0,0.172,0.336,95.998,232853,4
24kGoldn,VALENTINO,6piAUJJQFD8oHDUr0b7l7q,2019-11-22,78,0.747,0.717,9,-4.841,0,0.179,0.199,0.0,0.132,0.523,150.965,179133,4
Myke Towers,Si Se Da - Remix,6K5BsR04ijf3FHNzjbaagD,2019-08-02,78,0.817,0.672,11,-5.612,0,0.299,0.441,0.0,0.13,0.774,93.999,332240,4
Anuel AA,Ella Quiere Beber - Remix,3f5lA8nnc4YYF1qf78WpHw,2018-11-02,78,0.75,0.665,8,-3.083,1,0.124,0.265,0.0,0.0515,0.697,95.239,219357,4
Frank Ocean,In My Room,4S4Mfvv03M1cHgIOJcbUCL,2019-11-02,78,0.861,0.647,7,-7.425,1,0.0675,0.594,0.661,0.114,0.67,158.037,133680,4
YoungBoy Never Broke Again,Make No Sense,6klLvorLoo1sxvZcjJIY8I,2019-10-11,78,0.876,0.733,10,-4.478,0,0.333,0.0208,0.0,0.0999,0.962,154.904,148630,4
OneRepublic,Better Days,2K0r5GD5zYlEMx2M7ZMcqG,2020-03-25,78,0.626,0.726,5,-5.015,1,0.0376,0.235,0.0,0.304,0.257,89.132,144530,4
Polo G,Martin & Gina,1VLtjHwRWOVJiE5Py7JxoQ,2020-05-15,78,0.832,0.534,1,-7.813,0,0.253,0.345,0.0,0.165,0.116,93.924,132833,4
Chloe x Halle,Do It,1bRjwdtScY2eMe9uMmsOkG,2020-05-14,78,0.701,0.668,5,-7.287,0,0.0516,0.0916,2.09e-06,0.111,0.553,82.978,176787,4
Juice WRLD,Let Me Know (I Wonder Why Freestyle),3wwo0bJvDSorOpNfzEkfXx,2019-12-07,78,0.635,0.537,7,-7.895,0,0.0832,0.172,0.0,0.418,0.383,125.028,215381,4
Troye Sivan,Strawberries & Cigarettes,3afkJSKX0EAMsJXTZnDXXJ,2018-03-16,78,0.578,0.537,9,-8.676,1,0.0832,0.162,0.0,0.076,0.25,83.909,201539,4
J. Cole,Snow On Tha Bluff,1oOEkBNp4zWnkD7nWjJdog,2020-06-16,78,0.586,0.512,8,-8.819,0,0.0668,0.723,0.0002,0.119,0.235,75.857,235480,4
A Boogie Wit da Hoodie,Bleed,5XzombolzpiaOSTdj1W0VS,2020-06-19,78,0.698,0.572,2,-7.735,1,0.198,0.135,0.0,0.154,0.391,71.446,176959,4
Eminem,Lucky You (feat. Joyner Lucas),60SdxE8apGAxMiRrpbmLY0,2018-08-31,78,0.876,0.786,10,-4.884,0,0.306,0.0627,0.0,0.127,0.575,153.068,244679,4
Andy Grammer,"Don't Give Up On Me - (From ""Five Feet Apart"")",5A3fPy30SN2wuzrahpcxvV,2019-07-26,78,0.641,0.537,0,-5.452,0,0.0282,0.0875,9.05e-06,0.115,0.0681,112.864,196188,4
BTS,Filter,0ono6UCNVZ1XqOm6j78Blu,2020-02-21,78,0.781,0.762,10,-5.188,0,0.0626,0.0222,0.0,0.121,0.86,110.042,180221,4
Bring Me The Horizon,Parasite Eve,5OxclJsdFESni44YlpNpkR,2020-06-25,78,0.589,0.797,9,-5.464,1,0.15,0.0289,4.35e-06,0.383,0.232,102.489,291813,4
Billie Eilish,my strange addiction,3Tc57t9l2O8FwQZtQOvPXK,2019-03-29,78,0.939,0.305,8,-10.952,0,0.354,0.35,0.000169,0.105,0.563,100.029,179889,4
Playboi Carti,Shoota (feat. Lil Uzi Vert),2BJSMvOGABRxokHKB0OI8i,2018-05-11,78,0.673,0.649,1,-8.433,0,0.196,0.188,0.0,0.122,0.47,153.075,153800,4
Juice WRLD,Wasted (feat. Lil Uzi Vert),1a7WZZZH7LzyvorhpOJFTe,2018-12-10,78,0.742,0.579,0,-5.024,1,0.202,0.0381,0.0,0.0952,0.502,144.994,258475,4
Billie Eilish,xanny,4QIo4oxwzzafcBWkKjDpXY,2019-03-29,78,0.521,0.125,9,-17.832,1,0.239,0.751,0.00207,0.265,0.0528,111.554,243725,4
Joji,Sanctuary,3xaugmCyXrVkrDTXbFkMW3,2019-06-14,78,0.552,0.65,1,-7.199,1,0.128,0.422,0.000275,0.372,0.316,167.788,180019,4
Post Malone,Candy Paint,32lItqlMi4LBhb4k0BaSaC,2018-04-27,78,0.664,0.667,4,-5.941,1,0.154,0.64,1.22e-06,0.0753,0.381,180.064,227533,4
The Kid LAROI,WRONG (feat. Lil Mosey),1EWkw4Fa6IlnsAihLUlFFM,2020-07-24,78,0.389,0.768,1,-4.765,1,0.256,0.038,0.0,0.119,0.334,90.146,183567,4
MASN,Psycho!,5LKkteRQ1wWv7XCIEA5F2q,2019-01-17,78,0.868,0.365,7,-9.51,1,0.0383,0.433,0.0,0.207,0.471,114.979,197217,4
Mac Miller,Self Care,5bJ1DrEM4hNCafcDd1oxHx,2018-08-03,78,0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,345133,4
Trippie Redd,Taking A Walk,4mHgYpuGHu99Mw69E83CP2,2018-08-10,78,0.767,0.538,0,-6.044,0,0.052,0.68,0.0,0.192,0.343,81.031,121680,4
Pop Smoke,Hello (feat. A Boogie Wit da Hoodie),2r6OAV3WsYtXuXjvJ1lIDi,2020-07-20,78,0.905,0.647,10,-5.065,0,0.107,0.0187,0.0,0.282,0.367,130.97,190534,4
5 Seconds of Summer,Teeth,26wLOs3ZuHJa2Ihhx6QIE6,2019-08-23,78,0.749,0.461,10,-2.961,0,0.0416,0.0516,6.24e-06,0.0738,0.42,139.02,204887,4
Sasha Sloan,Dancing With Your Ghost,1TQXIltqoZ5XXyfCbAeSQQ,2019-06-28,78,0.629,0.327,11,-8.285,1,0.029,0.761,2.96e-05,0.103,0.381,74.953,197732,4
Doja Cat,Rules,1TMWcbxL5YF8rKsFHv5hAP,2019-11-07,78,0.664,0.724,7,-5.457,1,0.116,0.171,0.0,0.13,0.697,144.052,187040,4
V,Sweet Night,39EXZNMxb4RBHlRjnRaOKp,2020-03-13,78,0.462,0.339,3,-7.943,1,0.025,0.495,8.15e-06,0.0893,0.149,92.106,214259,4
Lauv,Tattoos Together,1Srt81FTalOhRw7t7l8Yh8,2020-03-06,78,0.862,0.4,4,-7.486,1,0.0736,0.00575,7.49e-06,0.123,0.596,122.963,186613,4
Future,Over Your Head,0Tcw8w9pvPrZoORgxsNASW,2020-07-31,78,0.773,0.742,5,-5.453,0,0.162,0.00198,0.0,0.558,0.35,148.949,186843,4
Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),5JEx7HbmvHQQswJCsoo9rA,2018-10-24,78,0.575,0.758,1,-5.029,0,0.0618,0.0954,0.0,0.394,0.493,144.107,182623,4
Childish Gambino,This Is America,0b9oOr2ZgvyQu88wzixux9,2018-05-06,78,0.854,0.463,5,-6.159,1,0.137,0.117,0.0,0.354,0.549,120.024,225773,4
Harry Styles,"Sunflower, Vol. 6",6iYMfxznTBlcVOgRHab2W0,2019-12-13,78,0.566,0.846,7,-6.904,0,0.035,0.000564,0.000795,0.121,0.86,160.02,221827,4
The Chainsmokers,This Feeling,4NBTZtAt1F13VvlSKe6KTl,2018-12-14,78,0.575,0.571,1,-7.906,1,0.0439,0.0558,0.0,0.0912,0.449,105.049,197947,4
H.E.R.,Slide,2rTnVB1bvwxHtaIl4uVu7f,2019-09-27,78,0.827,0.469,10,-9.141,0,0.341,0.0807,8.12e-06,0.207,0.196,97.028,238321,4
Mustard,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",2zjGJ0dChMR0KxBZS15aqo,2019-06-28,78,0.883,0.525,2,-8.054,0,0.0633,0.189,0.0,0.0971,0.312,99.978,174100,4
Khalid,Talk (feat. Disclosure),6TqXcAFInzjp0bODyvrWEq,2019-04-05,78,0.901,0.4,0,-8.575,1,0.126,0.051,0.0,0.0599,0.346,135.984,197573,4
5 Seconds of Summer,Easier,2txofPPP3lkiNLTUUHeJHS,2020-03-27,78,0.576,0.46,5,-4.173,1,0.246,0.476,0.0,0.107,0.625,176.185,158099,4
Natanael Cano,Amor Tumbado,5aJ1M43pinROpwaPnO8KRj,2019-12-24,78,0.535,0.714,6,-5.753,0,0.0329,0.332,2.91e-06,0.0806,0.458,100.059,221554,3
Jeremy Zucker,comethru,18uwL0vNUanqZH0ro2QcOP,2018-09-28,78,0.795,0.178,0,-11.991,1,0.0574,0.607,0.0,0.623,0.608,93.982,181613,4
BTS,Euphoria,3p6hnejEQYXkiTO1lAzVc0,2018-08-24,78,0.637,0.799,2,-4.519,1,0.0338,0.394,0.0,0.0921,0.562,104.995,228615,4
Lil Tecca,Did It Again,4guBZjUyrGoHsTahO3IHdj,2019-08-30,78,0.686,0.561,10,-9.929,0,0.191,0.185,0.0,0.114,0.186,148.775,116240,4
Machine Gun Kelly,Candy (feat. Trippie Redd),37AGgp9VP8TVJBfEat74Bj,2019-07-05,78,0.744,0.638,5,-4.86,0,0.049,0.00829,0.0,0.182,0.48,98.019,156719,4
